"id","name","party","state","vote.100000136","vote.100000137","vote.100000138","vote.100000139","vote.100000140","vote.100000141","vote.100000142","vote.100000143","vote.100000144","vote.100000145","vote.100000146","vote.100000147","vote.100000148","vote.100000149","vote.100000150","vote.100000151","vote.100000152","vote.100000153","vote.100000154","vote.100000155","vote.100000156","vote.100000157","vote.100000158","vote.100000159","vote.100000160","vote.100000161","vote.100000162","vote.100000163","vote.100000164","vote.100000165","vote.100000166","vote.100000167","vote.100000168","vote.100000169","vote.100000170","vote.100000171","vote.100000172","vote.100000173","vote.100000174","vote.100000177","vote.100000178","vote.100000179","vote.100000180","vote.100000181","vote.100000182","vote.100000183","vote.100000184","vote.100000289","vote.100000290","vote.100000291","vote.100000292","vote.100000293","vote.100000294","vote.100000719","vote.100000762","vote.100000763"
526,"CALDAS RODRIGUES","PSC","PI",1,NA,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,"CALDAS RODRIGUES","PTB","PI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
522,"CAMILO MACHADO","PTB","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,1,3,1,NA,2,1,1,NA,NA,NA,1,NA,NA,NA,1,2,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2
380,"CARDOSO ALVES","PTB","SP",1,1,1,1,1,2,1,NA,NA,NA,NA,1,1,1,2,1,2,1,1,2,2,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,NA,1,1,1,NA,2,2,1,1,1,NA,1,NA,1,1,2,1,NA,NA,NA,1,3
287,"CARLOS ALBERTO CAMPISTA","PDT","RJ",1,1,NA,NA,1,2,2,2,NA,NA,NA,1,NA,2,2,NA,2,2,2,1,1,3,2,2,NA,NA,1,NA,NA,NA,2,1,1,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA
543,"CARLOS ALBUQUERQUE","PDC","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,"CARLOS ALBUQUERQUE","PSC","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,2,1,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1
484,"CARLOS AZAMBUJA","PDS","RS",NA,NA,NA,1,1,NA,NA,NA,NA,1,1,2,1,NA,NA,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,1,NA,1,NA
88,"CARLOS BENEVIDES","PMDB","CE",1,1,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"CARLOS CAMURCA","PP","RO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"CARLOS CAMURCA","PSC","RO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"CARLOS CAMURCA","PTR","RO",NA,NA,1,1,1,1,1,NA,NA,1,1,2,1,1,1,1,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
483,"CARLOS CARDINAL","PDT","RS",1,1,NA,1,1,2,2,NA,NA,NA,NA,1,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"CARLOS KAYATH","PTB","PA",1,1,1,1,1,1,1,NA,NA,NA,NA,2,1,1,1,2,2,1,1,2,2,NA,NA,1,NA,NA,1,2,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,NA
289,"CARLOS LUPI","PDT","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
549,"CARLOS NELSON","PMDB","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,"CARLOS ROBERTO MASSA","PTB","PR",1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,1,2,1,1,NA,1,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,1
288,"CARLOS SANTANA","PT","RJ",1,1,2,2,1,2,1,2,NA,NA,2,1,2,NA,2,2,2,2,2,1,1,2,2,1,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1
434,"CARLOS SCARPELINI","PP","PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,"CARLOS SCARPELINI","PST","PR",1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,2,1,1,1,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1
89,"CARLOS VIRGILIO","PDS","CE",NA,NA,1,1,1,1,1,NA,NA,NA,NA,2,2,1,1,2,1,1,1,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,1,1,NA,1,2,1,NA,NA,NA,NA,NA
488,"CARRION JUNIOR","PDT","RS",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,2,1,1,NA,2,2,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,2,1,NA,NA,NA,1,1
52,"CELIA MENDES","PDS","AC",1,2,NA,NA,NA,1,1,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,3,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,2
226,"CELIO DE CASTRO","PSB","MG",1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,2,NA,1,1,NA,1,NA,NA,2,2,NA,NA,NA,NA,1,1
485,"CELSO BERNARDI","PDS","RS",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,3,1,1,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,2,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA
68,"CESAR BANDEIRA","PFL","MA",1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,1,NA,1,2,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,1,2,NA,NA,NA,NA,1,1
290,"CESAR MAIA","PMDB","RJ",1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,2,2,1,1,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1
460,"CESAR SOUZA","PFL","SC",1,2,NA,1,1,1,1,1,NA,NA,1,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,NA,1
398,"CHICO VIGILANTE","PT","DF",1,1,2,NA,1,2,1,2,NA,NA,2,1,2,NA,2,2,2,2,2,1,1,2,2,1,2,NA,1,NA,3,2,3,1,1,NA,1,1,1,2,1,NA,2,2,NA,2,1,1,NA,2,1,2,NA,1,NA,NA,1,1
70,"CID CARVALHO","PMDB","MA",NA,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,NA,1,NA,NA,NA,NA,1,NA,1,2,1,NA,1,1,1,1,NA,1,NA,NA,1,1,NA,1,NA,NA,1,2,1,NA,NA,NA,NA,1
309,"CIDINHA CAMPOS","PDT","RJ",1,1,1,NA,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,2,2,2,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,2,1,1,NA,3,NA,NA,2,2,NA,NA,NA,NA,NA,NA
110,"CIRO NOGUEIRA","PFL","PI",1,2,1,1,1,1,1,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,1,NA,NA,1,1
175,"CLEONANCIO FONSECA","PPR","SE",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,NA,1,1,NA,2,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,2,NA,NA,1,1
171,"CLETO FALCAO","PSD","AL",NA,2,1,1,1,NA,1,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA
171,"CLETO FALCAO",NA,"AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"CLOVIS ASSIS","PDT","BA",NA,1,1,1,1,1,2,NA,NA,NA,NA,1,2,2,1,2,2,2,2,1,NA,1,2,2,2,3,NA,NA,NA,NA,2,1,1,NA,1,1,1,2,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
67,"COSTA FERREIRA","PP","MA",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"COSTA FERREIRA","PTR","MA",NA,NA,2,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,1,1,1,1,2,2,1,NA,1,NA,NA,1,1,1,NA,1,2,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1
334,"CUNHA BUENO","PDS","SP",1,1,1,1,1,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,2,3,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,2,NA,1,1,1,NA,1,NA,2,2,3,2,NA,1,NA,1,NA
546,"CYRO GARCIA","PT","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
71,"DANIEL SILVA","PDS","MA",1,2,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,1,2,1,2,NA,NA,1,1
461,"DEJANDIR DALPASQUALE","PMDB","SC",NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,3
435,"DELCINO TAVARES","PP","PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
435,"DELCINO TAVARES","PST","PR",1,1,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,1,1,2,NA,1,1,1,2,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1
333,"DELFIM NETTO","PDS","SP",1,2,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,NA,NA,NA,NA,2,2,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
405,"DELIO BRAZ","PFL","GO",NA,NA,NA,NA,1,1,1,1,1,NA,NA,2,1,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,2
405,"DELIO BRAZ","PMDB","GO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,"DERCIO KNOP","PDT","SC",1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,2,1,1,NA,NA,NA,1,2,NA,NA,NA,3,1,1,NA,NA,NA,2,2,2,NA,NA,NA,NA,1,1
59,"DERVAL DE PAIVA","PMDB","TO",NA,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,2,2,NA,2,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,1,NA
338,"DIOGO NOMURA","PL","SP",1,NA,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,NA,NA,1,2,1,1,NA,NA,1,1,1,1,NA,1,1,1,NA,1,NA,NA,1,2,1,NA,NA,1,1,NA
173,"DJENAL GONCALVES","PDS","SE",1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,1,1,2,2,1,1,1,NA,NA,1,NA,1,1,1,2,NA,1,NA,3,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,2,1,NA,NA,NA,1,1
19,"DOMINGOS JUVENIL","PMDB","PA",1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,2,1,2,NA,2,1,NA,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,1,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
486,"EDEN PEDROSO","PDT","RS",1,1,1,1,1,1,2,NA,NA,NA,NA,1,2,2,NA,2,2,2,2,1,1,1,2,2,2,1,1,NA,2,NA,NA,1,1,2,1,1,1,3,NA,NA,NA,NA,1,1,NA,1,NA,2,2,2,1,NA,3,NA,1,1
528,"EDESIO FRIAS","PDT","RJ",1,1,1,1,NA,2,2,NA,NA,NA,NA,1,2,2,2,2,2,2,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,1
436,"EDESIO PASSOS","PT","PR",1,1,2,2,1,2,1,2,NA,NA,NA,1,2,2,2,2,2,2,2,1,1,2,2,1,2,NA,1,NA,NA,NA,2,1,NA,NA,1,1,1,2,1,NA,2,2,NA,NA,NA,1,NA,NA,1,2,NA,1,NA,NA,1,1
339,"EDEVALDO ALVES DA SILVA","PDS","SP",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
437,"EDI SILIPRANDI","PDT","PR",NA,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,3,2,NA,1,NA,2,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,1,1,NA,3,NA,NA,2,2,NA,NA,NA,NA,3,2
45,"EDISON FIDELIS","PTB","RO",NA,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,NA,NA,1,NA,NA,NA,NA,1,1,2,NA,NA,1,1,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
507,"EDIVALDO MOTTA","PMDB","PB",NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,2,2,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1
228,"EDMAR MOREIRA","PP","MG",NA,2,1,1,1,1,1,1,1,NA,1,1,2,2,2,2,1,1,1,2,2,1,1,2,NA,NA,1,NA,NA,NA,NA,2,1,1,NA,NA,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA
60,"EDMUNDO GALDINO","PSDB","TO",1,1,NA,1,1,1,1,NA,NA,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,NA,NA,NA,NA,3,NA,NA,1,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,2,NA,NA,1,NA,1,1
90,"EDSON SILVA","PDT","CE",1,1,2,1,1,2,2,NA,NA,NA,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,NA,1,NA,NA,1,1,1,1,NA,1,1,2,2,NA,NA,NA,2,1,1,NA,1,NA,2,2,2,NA,NA,NA,NA,1,1
36,"EDUARDO BRAGA","PDC","AM",1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,3,NA,NA,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
340,"EDUARDO JORGE","PT","SP",1,1,2,2,1,2,1,2,2,NA,NA,1,2,2,2,2,2,2,2,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,2,1,2,1,2,2,2,1,1,NA,2,1,2,2,1,2,NA,1,1
529,"EDUARDO MASCARENHAS","PDT","RJ",1,1,NA,1,1,2,2,2,NA,NA,2,1,NA,2,2,2,2,2,2,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,3,NA,NA,1,1
72,"EDUARDO MATIAS","PDC","MA",NA,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,NA,1,NA,1,2,1,2,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA
463,"EDUARDO MOREIRA","PMDB","SC",1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,2,2,2,1,1,NA,NA,1,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,1,1
61,"EDUARDO SIQUEIRA CAMPOS","PDC","TO",1,2,NA,1,1,NA,1,NA,NA,NA,1,2,NA,1,NA,1,2,2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"EFRAIM MORAIS","PFL","PB",1,2,NA,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,NA,NA,NA,NA,1,2,1,3,NA,NA,1,1
241,"ELIAS MURAD","PSDB","MG",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,NA,1,1,NA,1,NA,1,3,1,2,1,1,1,1,NA,2,2,1,1,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,1
515,"ELIEL RODRIGUES","PMDB","PA",NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1,NA,1,NA,1,1,NA,1,1,1,NA,1,NA,1,1,1,1,NA,1,NA,1,1,1,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
438,"ELIO DALLA VECCHIA","PDT","PR",1,1,2,1,1,2,2,NA,NA,NA,2,1,2,2,2,2,2,2,NA,NA,1,1,2,2,NA,NA,1,NA,NA,NA,2,1,1,NA,1,1,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,2,2,2,1,NA,NA,NA,1,1
421,"ELISIO CURVO","PTB","MS",NA,2,1,1,1,1,1,1,NA,1,NA,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,1,1,2,1,2,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,2,1,2,NA,NA,1,1
185,"ERALDO TINOCO","PFL","BA",1,2,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,1,1,NA,NA,NA,1,2,NA,1,1,1,NA,1,NA,NA,NA,1,1,1,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
10,"ERALDO TRINDADE","PPR","AP",1,1,NA,1,1,1,1,NA,NA,1,NA,2,1,1,1,1,1,1,1,NA,2,1,1,1,NA,1,1,NA,NA,NA,1,2,1,2,NA,NA,1,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
91,"ERNANI VIANA","PSDB","CE",NA,1,2,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,2,2,2,1,1,3,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1
341,"ERNESTO GRADELLA","PT","SP",1,1,2,2,1,2,2,2,NA,NA,NA,1,2,2,2,2,2,2,2,1,1,2,2,2,2,NA,2,NA,NA,NA,2,1,2,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,1
341,"ERNESTO GRADELLA",NA,"SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
273,"ETEVALDA GRASSI DE MENEZES","PMDB","ES",1,1,1,1,1,1,1,1,NA,1,NA,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,1,NA,1,2,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
92,"ETEVALDO NOGUEIRA","PFL","CE",NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1
343,"EUCLYDES MELLO","PRN","SP",1,2,NA,1,NA,1,1,NA,NA,1,1,2,1,1,1,1,1,1,1,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
38,"EULER RIBEIRO","PMDB","AM",1,1,1,NA,NA,NA,1,NA,1,1,1,NA,1,NA,NA,3,2,2,2,1,NA,1,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
