"id","name","party","state","vote.100000136","vote.100000137","vote.100000138","vote.100000139","vote.100000140","vote.100000141","vote.100000142","vote.100000143","vote.100000144","vote.100000145","vote.100000146","vote.100000147","vote.100000148","vote.100000149","vote.100000150","vote.100000151","vote.100000152","vote.100000153","vote.100000154","vote.100000155","vote.100000156","vote.100000157","vote.100000158","vote.100000159","vote.100000160","vote.100000161","vote.100000162","vote.100000163","vote.100000164","vote.100000165","vote.100000166","vote.100000167","vote.100000168","vote.100000169","vote.100000170","vote.100000171","vote.100000172","vote.100000173","vote.100000174","vote.100000177","vote.100000178","vote.100000179","vote.100000180","vote.100000181","vote.100000182","vote.100000183","vote.100000184","vote.100000289","vote.100000290","vote.100000291","vote.100000292","vote.100000293","vote.100000294","vote.100000719","vote.100000762","vote.100000763"
174,"JERONIMO REIS","PMN","SE",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,2,NA,NA,NA,NA,1,NA
111,"JESUS TAJRA","PFL","PI",1,2,NA,1,NA,1,1,NA,NA,1,1,2,1,1,1,1,1,1,1,1,2,1,NA,1,NA,1,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,1,2,NA,NA,NA,NA,1,NA
194,"JOAO ALMEIDA","PMDB","BA",NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,2,2,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,2,2,1,1,NA,1,NA,NA,1,2,1,1,NA,1,1,1
195,"JOAO ALVES","PDS","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2
195,"JOAO ALVES","PFL","BA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,"JOAO ALVES",NA,"BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,"JOAO BAPTISTA MOTTA","PSDB","ES",1,1,2,1,1,1,1,1,1,NA,NA,1,1,1,1,1,2,2,NA,NA,NA,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,1,1,1,NA,1,NA,NA,1,2,1,1,NA,NA,1,1
196,"JOAO CARLOS BACELAR","PMDB","BA",NA,2,1,1,NA,1,1,1,1,NA,NA,2,1,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
535,"JOAO COLACO","PTR","PE",NA,2,NA,NA,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,1,NA,2,1,1,1,NA,NA,1,NA,NA,NA,NA,2,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
492,"JOAO DE DEUS ANTUNES","PDS","RS",NA,1,1,1,1,NA,2,1,NA,NA,NA,2,1,1,1,2,2,2,2,2,2,1,NA,1,NA,NA,1,NA,1,1,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,1,1,NA,1,2,NA,NA,NA,NA,1,1
5,"JOAO FAGUNDES","PMDB","RR",1,NA,1,NA,NA,1,1,1,NA,1,1,1,1,1,1,1,2,2,2,1,1,NA,2,1,3,NA,NA,NA,3,NA,3,2,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,2,1,NA,NA,NA,1,NA
123,"JOAO FAUSTINO","PSDB","RN",1,1,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,2,2,1,1,2,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
112,"JOAO HENRIQUE","PMDB","PI",NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,2,2,2,1,1,1,2,1,NA,NA,1,NA,1,1,3,2,1,1,1,1,1,1,NA,1,1,2,1,1,NA,1,NA,NA,1,2,1,1,NA,NA,1,1
54,"JOAO MAIA","PP","AC",1,2,1,1,1,NA,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,2,2,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,1,NA,NA,1,1
54,"JOAO MAIA","PTR","AC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,"JOAO MELLAO NETO","PL","SP",1,2,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,"JOAO MENDES","PTB","RJ",NA,2,1,1,1,1,1,1,1,1,NA,2,1,NA,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1
407,"JOAO NATAL","PMDB","GO",NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,1,1,NA,1,NA,1,1,1,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
238,"JOAO PAULO","PT","MG",1,1,2,2,1,NA,1,2,2,NA,NA,1,3,2,2,2,2,2,2,1,1,1,2,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,NA,2,NA,NA,3,NA,NA,NA,2,1,2,NA,1,NA,NA,NA,1
77,"JOAO RODOLFO","PDS","MA",1,2,3,1,1,1,1,NA,NA,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,1,1,1,NA,1,2,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,1,2
237,"JOAO ROSA","PMDB","MG",1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,"JOAO ROSA","PSC","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,NA,1,1,1,NA,1,1,NA,NA,1,NA,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1
389,"JOAO TEIXEIRA","PL","MT",NA,2,NA,1,1,1,2,NA,NA,1,NA,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
55,"JOAO TOTA","PDS","AC",1,2,NA,NA,NA,2,2,NA,NA,3,1,2,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,3,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
530,"JOAQUIM SUCENA","PTB","MT",1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,3,1,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
399,"JOFRAN FREJAT","PP","DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
390,"JONAS PINHEIRO","PFL","MT",2,2,1,1,2,1,1,1,1,NA,1,2,NA,1,1,NA,1,1,1,2,2,3,1,1,NA,NA,1,NA,1,NA,1,2,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,1,2,1,NA,1,1
275,"JONES SANTOS NEVES","PL","ES",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,1,NA,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,1,1,1,NA,1,NA,NA,1,2,1,NA,1,NA,1,1
443,"JONI VARISCO","PMDB","PR",1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1
197,"JONIVAL LUCAS","PDC","BA",NA,2,NA,NA,NA,1,1,1,1,NA,NA,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA
198,"JORGE KHOURY","PFL","BA",NA,2,1,1,NA,1,1,1,1,1,1,2,1,1,NA,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1,NA,1,NA,NA,1,2,1,NA,1,NA,1,1
356,"JORGE TADEU MUDALEN","PMDB","SP",NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,2,2,NA,NA,1,1,2,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
511,"JORGE UEQUED","PSDB","RS",1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,1,2,2,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA
276,"JORIO DE BARROS","PMDB","ES",1,NA,2,1,1,1,1,1,NA,NA,1,1,3,NA,NA,2,2,2,NA,NA,1,1,2,1,NA,NA,1,NA,NA,NA,3,2,1,NA,1,NA,NA,1,NA,2,3,1,1,1,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
240,"JOSE ALDO","PRS","MG",1,2,NA,1,1,1,1,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA
391,"JOSE AUGUSTO CURVO","PL","MT",NA,2,NA,1,1,NA,1,NA,NA,NA,1,2,NA,2,1,1,1,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
239,"JOSE BELATO","PMDB","MG",1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,3,NA,NA,1,1
79,"JOSE BURNETT","PPR","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,1,1,1,2,2,NA,1,1,NA,NA,1,NA,1,NA,1,NA,1,1,2,1,1,1,NA,1,2,3,1,NA,NA,3,NA,NA,1,2,1,NA,NA,NA,1,1
199,"JOSE CARLOS ALELUIA","PFL","BA",1,NA,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,1,1,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,NA,3,NA,NA,1,2,1,2,1,NA,1,1
301,"JOSE CARLOS COUTINHO","PDT","RJ",NA,NA,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA
78,"JOSE CARLOS SABOIA","PSB","MA",1,1,2,2,NA,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,NA,NA,1,1,1,1,2,1,NA,1,2,NA,NA,NA,2,1,1,1,1,NA,NA,2,2,2,NA,NA,1,1,1
144,"JOSE CARLOS VASCONCELLOS","PRN","PE",1,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,3,1,1
358,"JOSE CICOTE","PT","SP",1,1,2,2,1,2,1,2,NA,NA,NA,1,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,2,1,NA,NA,1,1
25,"JOSE DIOGO","PDS","PA",1,1,NA,1,1,2,1,1,1,1,NA,2,1,1,1,2,1,1,NA,NA,2,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,2,NA,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1
359,"JOSE DIRCEU","PT","SP",1,1,NA,2,1,2,1,2,NA,NA,NA,1,2,2,2,2,2,2,2,1,1,2,2,1,2,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,2,1,1,NA,NA,1,NA,2,1,NA,NA,1,NA
40,"JOSE DUTRA","PMDB","AM",NA,1,NA,1,1,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,2,1,2,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
302,"JOSE EGYDIO","PL","RJ",NA,2,NA,NA,1,1,1,1,1,1,1,NA,NA,1,2,1,NA,NA,2,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
424,"JOSE ELIAS","PTB","MS",NA,NA,NA,1,1,2,NA,NA,NA,1,NA,2,2,1,1,1,1,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1
200,"JOSE FALCAO","PFL","BA",1,2,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,1,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,2,2,NA,1,2,1,2,NA,NA,1,1
510,"JOSE FELINTO","PST","PR",NA,1,NA,1,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,"JOSE FORTUNATI","PT","RS",1,1,NA,2,1,2,1,2,NA,2,2,1,NA,2,2,2,2,2,2,1,1,2,2,1,2,NA,1,NA,NA,NA,2,1,1,NA,1,1,3,NA,1,NA,NA,2,2,NA,1,1,NA,2,1,2,2,1,NA,NA,1,1
360,"JOSE GENOINO","PT","SP",1,1,2,3,1,2,1,2,NA,NA,NA,1,2,2,2,2,2,2,2,1,1,2,2,1,2,NA,1,1,NA,NA,2,1,1,NA,1,1,1,2,NA,NA,NA,2,2,2,NA,1,1,NA,1,2,2,1,NA,NA,1,1
242,"JOSE GERALDO","PMDB","MG",1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,1,1,NA,1,NA,3,1,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,1,1
96,"JOSE LINHARES","PSDB","CE",NA,1,2,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,2,2,2,1,1,NA,NA,1,NA,NA,NA,1,1,1,2,2,1,1,1,NA,2,2,NA,1,1,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,1
201,"JOSE LOURENCO","PDS","BA",1,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
134,"JOSE LUIZ CLEROT","PMDB","PB",1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,2,2,2,1,1,2,2,1,NA,NA,1,NA,NA,1,1,2,1,1,1,3,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,2,2,1,1,1,NA,1,1
114,"JOSE LUIZ MAIA","PDS","PI",1,2,1,1,NA,1,1,1,1,1,1,NA,1,1,1,2,1,1,1,2,2,1,1,1,NA,NA,1,NA,1,NA,1,2,1,1,NA,NA,1,1,NA,1,1,1,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1
136,"JOSE MARANHAO","PMDB","PB",1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,1
363,"JOSE MARIA EYMAEL","PDC","SP",1,1,1,1,1,1,1,1,NA,1,1,2,1,NA,NA,NA,2,2,2,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,2,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
146,"JOSE MENDONCA BEZERRA","PFL","PE",NA,2,NA,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,1,2,2,1,1,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA
508,"JOSE MOURA","PSC","PE",1,2,1,1,1,2,2,NA,NA,1,NA,NA,2,2,2,2,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,1,1,2,NA,1,1,1,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
147,"JOSE MUCIO MONTEIRO","PFL","PE",1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
80,"JOSE REINALDO","PFL","MA",1,1,1,1,1,1,1,NA,NA,1,1,2,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,1,1,NA,NA,NA,1,1,1,3,NA,NA,NA,1,2,NA,NA,NA,NA,1,1
245,"JOSE SANTANA DE VASCONCELLOS","PFL","MG",1,1,1,NA,NA,2,2,1,1,NA,1,NA,1,1,NA,2,1,1,1,2,2,1,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,1,NA,1,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,2
366,"JOSE SERRA","PSDB","SP",NA,NA,2,NA,1,1,1,NA,1,1,NA,1,1,1,1,1,2,2,2,1,1,2,NA,1,NA,NA,1,NA,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA
177,"JOSE TELES","PDS","SE",2,2,NA,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,NA,NA,1,NA,1,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,1,1,1
166,"JOSE THOMAZ NONO","PMDB","AL",1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,2,2,2,1,1,1,2,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,1,1,NA,1,2,1,1,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
524,"JOSE ULISSES DE OLIVEIRA","PRS","MG",1,1,1,1,1,1,1,1,NA,1,1,2,1,1,1,1,1,1,1,2,3,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,3,1,1
304,"JOSE VICENTE BRIZOLA","PDT","RJ",1,1,NA,1,1,2,2,NA,2,NA,2,1,2,2,2,2,2,2,2,1,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,2,2,2,NA,1,NA,NA,NA,NA
2,"JULIO CABRAL","PP","RR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"JULIO CABRAL","PTB","RR",1,NA,1,NA,1,1,2,NA,NA,NA,NA,2,1,1,1,1,1,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"JULIO CABRAL","PTR","RR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"JUNOT ABI RAMIA","PDT","RJ",1,1,1,1,1,2,2,NA,NA,NA,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,1,NA,NA,NA,1,1
367,"JURANDYR PAIXAO","PMDB","SP",1,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,NA,NA
203,"JUTAHY JUNIOR","PSDB","BA",1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,2,1,1,NA,NA,1,NA,NA,NA,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,1
368,"KOYU IHA","PSDB","SP",1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
246,"LAEL VARELLA","PFL","MG",1,NA,1,1,1,2,3,1,1,NA,1,2,1,1,1,1,1,1,1,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,NA,3,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,"LAERTE BASTOS","PDT","RJ",NA,1,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,2,2,1,1,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,2,NA,NA,NA,1,NA,NA,1,1
124,"LAIRE ROSADO","PMDB","RN",1,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,1,1,2,2,2,1,1,1,NA,1,NA,NA,2,NA,1,NA,1,2,1,NA,NA,NA,1,1,NA,1,NA,NA,1,1,NA,1,NA,NA,1,2,1,NA,NA,NA,1,1
311,"LAPROVITA VIEIRA","PMDB","RJ",NA,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2
409,"LAZARO BARBOSA","PMDB","GO",1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,NA,1,1,1,1,1,NA,1,NA,1,1,1,2,1,1,NA,NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,1,1
63,"LEOMAR QUINTANILHA","PDC","TO",1,2,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
247,"LEOPOLDO BESSONE","PMDB","MG",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
