"id","name","party","state","vote.587","vote.588","vote.589","vote.590","vote.591","vote.592","vote.597","vote.598","vote.599","vote.605","vote.606","vote.608","vote.609","vote.610","vote.611","vote.618","vote.619","vote.620","vote.621","vote.622","vote.623","vote.624","vote.625"
257,"PAULO DELGADO","PT","MG",4,1,2,4,1,4,2,1,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4
541,"PAULO FEIJO","PSDB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,2,2,1,1,2,2,1
484,"PAULO GOUVEA","PFL","SC",2,2,1,4,1,4,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,4,1
258,"PAULO HESLANDER","PTB","MG",2,2,4,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
383,"PAULO LIMA","PFL","SP",4,4,4,4,4,4,4,4,4,4,4,1,1,4,2,4,2,2,1,1,2,2,1
613,"PAULO LUSTOSA","PMDB","CE",2,2,1,1,1,4,1,2,1,1,1,1,1,1,2,4,2,2,1,1,2,2,4
66,"PAULO MOURAO","PSDB","TO",2,2,1,4,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
601,"PAULO NASCIMENTO","PPB","RJ",2,2,1,4,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1
510,"PAULO PAIM","PT","RS",1,4,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
511,"PAULO RITZEL","PMDB","RS",2,2,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1
30,"PAULO ROCHA","PT","PA",1,1,2,4,1,1,2,1,2,4,2,2,2,2,1,4,4,4,4,4,4,4,4
424,"PEDRINHO ABRAO","PTB","GO",3,3,3,4,4,4,3,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
425,"PEDRO CANEDO","PL","GO",2,2,1,1,1,1,4,4,4,1,1,1,1,1,2,4,4,4,4,4,4,4,4
155,"PEDRO CORREA","PPB","PE",2,4,1,1,1,1,1,2,1,1,1,1,1,1,2,4,2,2,1,1,2,2,1
559,"PEDRO HENRY","PSDB","MT",4,2,1,1,4,1,1,4,4,1,1,1,1,1,2,1,2,2,1,1,2,2,1
212,"PEDRO IRUJO","PMDB","BA",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
82,"PEDRO NOVAIS","PMDB","MA",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
550,"PEDRO VALADARES","PSB","SE",2,1,2,1,1,1,2,4,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4
426,"PEDRO WILSON","PT","GO",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
259,"PHILEMON RODRIGUES","PTB","MG",2,2,1,1,1,1,1,2,4,1,1,1,1,1,4,1,2,2,1,1,2,2,1
102,"PIMENTEL GOMES","PPS","CE",1,1,2,1,1,1,4,1,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4
103,"PINHEIRO LANDIM","PMDB","CE",4,2,1,1,1,1,4,2,1,1,1,1,1,1,2,1,4,2,1,1,4,2,1
213,"PRISCO VIANA","PPB","BA",2,2,2,1,1,1,2,2,2,1,4,2,2,4,4,4,4,4,4,4,4,4,4
610,"RAIMUNDO COLOMBO","PFL","SC",2,2,4,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
32,"RAIMUNDO SANTOS","PFL","PA",4,2,1,4,4,4,1,4,1,4,1,1,1,1,2,4,2,2,1,1,2,2,1
15,"RAQUEL CAPIBERIBE","PSB","AP",4,4,4,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
260,"RAUL BELEM","PFL","MG",2,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
579,"REGINA LINO","PMDB","AC",2,2,1,1,1,1,1,2,1,1,1,1,1,4,4,1,4,2,1,1,2,2,1
463,"REINHOLD STEPHANES","PFL","PR",4,4,4,4,4,4,1,2,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4
83,"REMI TRINTA","PL","MA",2,4,1,1,5,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
512,"RENAN KURTZ","PDT","RS",4,4,4,4,4,4,2,1,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4
464,"RENATO JOHNSSON","PSDB","PR",2,2,1,1,1,1,1,4,1,4,1,1,1,1,4,1,2,2,1,1,2,2,1
465,"RICARDO BARROS","PPB","PR",4,2,1,1,4,1,1,2,1,1,1,1,1,1,2,1,4,4,1,1,2,2,1
466,"RICARDO GOMYDE","PCdoB","PR",4,4,4,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
385,"RICARDO IZAR","PPB","SP",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
547,"RICARDO RIQUE","PMDB","PB",4,4,4,4,4,4,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1
280,"RITA CAMATA","PMDB","ES",1,2,4,1,1,4,4,4,4,1,1,1,2,2,4,2,4,4,4,2,4,4,4
7,"ROBERIO ARAUJO","PPB","RR",2,2,1,1,4,4,1,2,4,1,1,1,3,1,4,1,2,2,1,1,2,2,1
427,"ROBERTO BALESTRA","PPB","GO",4,4,4,4,4,4,1,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4
261,"ROBERTO BRANT","PSDB","MG",2,4,1,1,1,4,1,4,4,1,1,1,1,1,4,1,4,2,1,1,2,2,1
322,"ROBERTO CAMPOS","PPB","RJ",2,2,1,1,1,4,1,2,1,1,1,1,1,1,4,1,2,2,1,1,4,2,1
156,"ROBERTO FONTES","PFL","PE",2,2,1,1,1,1,4,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
323,"ROBERTO JEFFERSON","PTB","RJ",2,2,1,1,4,4,4,4,4,4,1,1,1,1,2,1,2,2,2,1,2,2,1
104,"ROBERTO PESSOA","PFL","CE",2,4,4,4,4,4,4,4,4,1,1,2,2,1,2,4,4,4,4,4,4,4,4
84,"ROBERTO ROCHA","PSDB","MA",4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4
214,"ROBERTO SANTOS","PSDB","BA",2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
281,"ROBERTO VALADAO","PMDB","ES",2,2,1,4,1,1,1,2,1,1,1,1,1,1,2,1,4,2,1,1,2,2,1
386,"ROBSON TUMA","PFL","SP",2,2,1,2,4,4,4,4,4,4,1,1,1,1,2,4,2,2,4,4,4,2,1
403,"RODRIGUES PALMA","PTB","MT",2,2,1,4,3,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
404,"ROGERIO SILVA","PFL","MT",1,2,1,4,1,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1
215,"ROLAND LAVIGNE","PFL","BA",2,2,1,4,4,1,1,2,1,1,4,1,1,4,4,1,2,4,1,1,2,2,1
262,"ROMEL ANIZIO","PPB","MG",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
105,"ROMMEL FEIJO","PSDB","CE",2,2,1,1,4,1,4,4,1,1,4,1,1,1,2,1,2,2,1,1,2,2,1
324,"RONALDO CEZAR COELHO","PSDB","RJ",2,4,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1
263,"RONALDO PERIM","PMDB","MG",4,2,2,1,1,1,1,2,4,1,2,2,2,2,1,2,1,1,2,2,1,1,2
594,"RONALDO SANTOS","PSDB","RJ",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
325,"RUBEM MEDINA","PFL","RJ",2,2,4,4,2,4,1,2,1,1,1,1,1,1,4,1,2,4,4,1,2,2,1
428,"RUBENS COSAC","PMDB","GO",4,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,2,2,4,1,2,2,1
158,"SALATIEL CARVALHO","PPB","PE",2,4,4,4,1,1,1,2,1,1,1,1,1,1,4,1,4,2,1,1,2,2,4
8,"SALOMAO CRUZ","PSDB","RR",2,2,1,1,4,1,1,2,1,1,1,1,4,1,2,1,2,2,1,1,2,2,1
387,"SALVADOR ZIMBALDI","PSDB","SP",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
264,"SANDRA STARLING","PT","MG",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
429,"SANDRO MABEL","PMDB","GO",4,4,4,4,4,4,1,2,1,1,4,1,1,1,2,1,2,4,4,4,2,2,1
265,"SARAIVA FELIPE","PMDB","MG",4,2,1,1,1,1,4,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2
439,"SAULO QUEIROZ","PFL","MS",2,2,4,4,1,4,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
86,"SEBASTIAO MADEIRA","PSDB","MA",2,2,1,4,4,1,1,2,1,1,4,1,1,1,2,1,2,2,1,1,2,2,1
485,"SERAFIM VENZON","PDT","SC",4,1,2,1,1,4,2,1,4,1,2,2,2,2,1,4,4,4,4,4,4,4,4
326,"SERGIO AROUCA","PPS","RJ",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
16,"SERGIO BARCELLOS","PFL","AP",2,2,1,1,1,1,4,4,4,1,1,1,1,1,4,1,2,2,1,1,2,2,1
182,"SERGIO CARNEIRO","PDT","BA",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
159,"SERGIO GUERRA","PSB","PE",2,1,2,1,1,1,4,1,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4
266,"SERGIO MIRANDA","PCdoB","MG",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
216,"SEVERIANO ALVES","PDT","BA",1,5,2,1,4,3,2,1,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4
160,"SEVERINO CAVALCANTI","PPB","PE",4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,2,4,1,4,4,2,1
268,"SILAS BRASILEIRO","PMDB","MG",2,2,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
51,"SILVERNANI SANTOS","PFL","RO",2,2,1,1,1,1,1,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4
269,"SILVIO ABREU","PDT","MG",4,1,2,4,1,1,2,1,2,4,2,2,2,2,1,4,4,4,4,4,4,4,4
602,"SILVIO PESSOA","PMDB","PE",2,2,2,2,4,4,4,2,1,1,1,4,4,1,4,1,4,4,4,4,4,4,4
388,"SILVIO TORRES","PSDB","SP",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
327,"SIMAO SESSIM","PPB","RJ",2,2,1,1,1,1,1,2,1,1,1,2,2,1,4,1,2,2,1,1,2,2,1
217,"SIMARA ELLERY","PMDB","BA",2,2,1,1,4,1,4,4,1,1,1,1,1,1,2,4,2,4,1,1,4,2,1
33,"SOCORRO GOMES","PCdoB","PA",4,1,2,4,1,1,1,1,2,1,2,2,2,2,5,4,4,4,4,4,4,4,4
172,"TALVANE ALBUQUERQUE","PFL","AL",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
389,"TELMA DE SOUZA","PT","SP",4,4,2,4,1,1,4,1,2,4,4,2,2,4,4,4,4,4,4,4,4,4,4
513,"TELMO KIRST","PPB","RS",NA,2,1,1,1,1,1,2,1,1,1,1,1,1,4,1,4,2,4,4,2,4,1
405,"TETE BEZERRA","PMDB","MT",4,2,1,1,1,1,1,2,1,1,2,1,1,1,2,4,2,2,1,1,2,2,1
270,"TILDEN SANTIAGO","PT","MG",1,1,2,1,1,1,4,4,4,4,4,4,2,2,1,4,4,4,4,4,1,4,4
390,"TUGA ANGERAMI","PSDB","SP",1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,2
106,"UBIRATAN AGUIAR","PSDB","CE",2,2,1,1,1,4,1,2,1,1,1,1,1,1,4,4,2,2,1,1,2,2,1
67,"UDSON BANDEIRA","PMDB","TO",2,4,1,1,4,1,1,2,1,1,1,1,1,1,2,4,4,2,1,1,2,2,1
219,"URSICINO QUEIROZ","PFL","BA",2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,4,2,2,1,1,2,2,1
391,"USHITARO KAMIA","PPB","SP",4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,2,2,1,1,2,2,1
392,"VADAO GOMES","PPB","SP",2,4,4,4,1,1,4,2,1,4,4,1,1,1,2,4,4,4,4,4,4,4,4
585,"VALDECI OLIVEIRA","PT","RS",4,1,2,1,1,1,2,1,2,4,4,2,2,2,1,4,4,4,4,4,4,4,4
393,"VALDEMAR COSTA NETO","PL","SP",1,1,2,1,1,1,2,1,2,1,4,2,2,4,4,4,4,2,1,1,2,2,1
17,"VALDENOR GUEDES","PPB","AP",2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
534,"VALDIR COLATTO","PMDB","SC",2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,4,1,2,2,2,3,2
467,"VALDOMIRO MEGER","PFL","PR",2,2,4,1,1,4,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
328,"VANESSA FELIPPE","PFL","RJ",4,4,4,4,1,1,4,2,1,4,4,1,1,1,2,1,4,2,1,1,2,2,1
606,"VANIO DOS SANTOS","PT","SC",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
35,"VIC PIRES FRANCO","PFL","PA",2,2,1,1,1,4,4,4,4,1,1,1,1,1,4,1,2,2,1,1,2,2,1
161,"VICENTE ANDRE GOMES","PSB","PE",4,4,4,4,1,1,4,2,1,4,1,2,2,4,1,5,4,4,4,5,5,5,5
107,"VICENTE ARRUDA","PSDB","CE",2,4,1,4,1,3,4,2,1,1,1,1,1,4,4,1,2,2,1,1,2,2,1
394,"VICENTE CASCIONE","PTB","SP",4,2,5,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
430,"VILMAR ROCHA","PFL","GO",2,2,4,1,1,1,1,2,1,1,4,1,1,1,2,1,2,4,1,1,2,2,1
543,"VIRMONDES CRUVINEL","PMDB","GO",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
271,"VITTORIO MEDIOLI","PSDB","MG",4,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,2,4,4,1,4,2,1
630,"VITURIANO DE ABREU","PMDB","PB",2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1
581,"WAGNER DO NASCIMENTO","PPB","MG",2,2,1,1,1,1,4,2,1,1,3,1,1,1,4,1,2,2,4,1,2,2,1
395,"WAGNER ROSSI","PMDB","SP",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,4,2,1,1,2,2,1
396,"WAGNER SALUSTIANO","PPB","SP",4,4,4,4,4,4,4,2,1,4,1,1,1,1,2,1,4,4,4,4,4,4,4
514,"WALDOMIRO FIORAVANTE","PT","RS",1,1,2,1,4,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
591,"WALTER PINHEIRO","PT","BA",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,4,4,4,4,4,4,4,4
406,"WELINTON FAGUNDES","PL","MT",2,2,1,4,1,1,4,4,4,1,4,1,1,1,4,4,2,2,1,1,2,2,1
397,"WELSON GASPARINI","PSDB","SP",2,2,1,4,4,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1
469,"WERNER WANDERER","PFL","PR",2,2,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,2,1
414,"WIGBERTO TARTUCE","PPB","DF",NA,4,4,4,4,1,1,2,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4
138,"WILSON BRAGA","PSDB","PB",2,2,4,4,4,4,1,4,4,4,4,4,4,1,4,1,4,2,1,4,4,4,4
162,"WILSON CAMPOS","PSDB","PE",2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
515,"WILSON CIGNACHI","PMDB","RS",2,2,1,1,1,4,1,2,1,1,1,1,1,4,2,4,2,2,1,1,2,2,4
180,"WILSON CUNHA","PTB","SE",2,2,1,1,2,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,2,4,1
163,"WOLNEY QUEIROZ","PDT","PE",4,1,2,1,1,4,2,1,2,4,4,2,2,2,1,5,5,5,5,4,4,4,4
516,"YEDA CRUSIUS","PSDB","RS",2,2,1,1,1,1,4,2,1,1,1,1,1,1,2,1,2,2,1,1,4,2,1
272,"ZAIRE REZENDE","PMDB","MG",1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,4,4,4
431,"ZE GOMES DA ROCHA","PSD","GO",2,4,4,4,5,1,4,4,4,1,4,1,1,4,4,4,4,2,4,1,2,4,4
59,"ZILA BEZERRA","PFL","AC",2,2,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,2,1,1,2,2,1
398,"ZULAIE COBRA","PSDB","SP",2,2,1,1,4,4,1,2,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4
