"id","name","party","state","vote.2312","vote.2338","vote.2339","vote.2346","vote.2347","vote.2348","vote.2349","vote.2350","vote.2351","vote.2356","vote.2360","vote.2361","vote.2362","vote.2365","vote.2366","vote.2370","vote.2371","vote.2373","vote.2374","vote.2375","vote.2380","vote.2381","vote.2383","vote.2387","vote.2389","vote.2391","vote.2392","vote.2393","vote.2394","vote.2396","vote.2400","vote.2401","vote.2403","vote.2406","vote.2408","vote.2409","vote.2413","vote.2422","vote.2424","vote.2425","vote.2429","vote.2430","vote.2432","vote.2434","vote.2435","vote.2436","vote.2437","vote.2439","vote.2441","vote.2442","vote.2445","vote.2452","vote.2458","vote.2459","vote.2460","vote.2463","vote.2467","vote.2468","vote.2470","vote.2471","vote.2473","vote.2474","vote.2475","vote.2476","vote.2478","vote.2479"
452,"JOSE JANENE","PP","PR",4,4,4,4,4,4,4,4,1,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
96,"JOSE LINHARES","PP","CE",1,2,4,4,1,1,1,2,4,4,2,2,4,2,2,2,2,2,2,2,1,2,1,2,4,4,4,2,2,1,2,4,4,2,1,1,4,2,1,2,1,4,4,4,2,5,4,2,4,2,4,4,2,2,1,1,1,4,1,1,1,1,1,2,1,2
149,"JOSE MENDONCA BEZERRA","PFL","PE",2,4,4,4,2,2,2,4,2,4,5,1,4,4,4,1,5,2,5,5,4,1,5,4,4,4,4,5,5,1,1,4,4,2,2,1,2,4,4,4,4,4,1,4,4,5,5,4,4,5,4,4,5,1,2,4,1,5,4,1,1,1,1,1,1,4
367,"JOSE MENTOR","PT","SP",1,2,5,4,1,1,4,4,4,4,4,2,2,4,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,1,4,4,5,2,4,2,2,4,1,2,4,2,2,2,4,2,2,2,4,4,2,1,2,4,4,1,1,1,1,1,2,1,4,2,1,2
241,"JOSE MILITAO","PTB","MG",1,4,4,4,1,4,1,4,1,4,2,2,2,5,4,2,2,2,2,2,1,1,1,4,4,4,4,2,2,2,4,4,4,4,1,1,2,4,1,2,4,4,4,4,1,2,2,4,4,2,2,1,2,2,4,1,1,4,1,1,1,1,1,2,4,2
150,"JOSE MUCIO MONTEIRO","PTB","PE",4,4,4,4,1,1,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,4,4,2,2,2,2,2,2,1,4,1,4,2,1,1,1,1,4,2,1,4,2,4,4,2,2,4,4,2,2,1,4,2,2,4,1,4,4,1,1,1,1,2,4,4
97,"JOSE PIMENTEL","PT","CE",1,2,5,4,1,1,1,5,1,4,2,2,2,4,2,2,2,2,2,2,1,2,4,2,4,2,2,2,2,1,2,1,5,2,4,2,2,1,1,2,5,2,2,4,4,2,2,4,4,2,2,1,4,4,2,1,1,1,4,1,4,1,1,2,1,4
27,"JOSE PRIANTE","PMDB","PA",1,4,4,4,1,1,4,4,1,5,4,4,4,4,2,4,2,2,4,2,1,4,4,4,4,4,5,4,2,1,2,4,2,4,4,4,4,4,4,2,4,4,4,4,4,5,4,4,4,2,4,1,4,4,4,4,1,4,4,4,1,4,4,4,4,2
409,"JOSE ROBERTO ARRUDA","PFL","DF",2,4,4,4,4,2,2,2,2,2,4,1,2,2,5,4,4,4,4,4,5,1,4,5,4,5,5,4,5,1,1,1,2,4,1,4,1,2,2,4,1,1,4,4,4,4,5,4,4,4,4,4,5,4,4,2,4,4,4,1,1,4,4,4,1,1
203,"JOSE ROCHA","PFL","BA",2,1,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,1,5,4,4,5,4,4,5,1,1,4,2,4,4,1,1,2,4,4,4,5,5,4,1,5,4,5,4,5,5,5,5,1,2,2,4,4,1,1,1,1,1,4,1,2
249,"JOSE SANTANA DE VASCONCELLOS","PL","MG",1,4,4,4,4,4,1,4,1,4,2,2,2,4,2,4,2,2,2,2,1,2,1,2,2,2,2,2,2,2,4,4,4,4,1,1,4,4,4,2,1,2,2,4,1,4,2,4,4,2,2,1,4,4,2,1,4,4,1,4,4,4,4,2,1,2
169,"JOSE THOMAZ NONO","PFL","AL",4,4,4,4,4,4,4,2,2,4,4,4,3,4,4,1,5,4,4,4,2,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4
200,"JOSIAS GOMES","PT","BA",4,4,4,4,1,1,1,5,1,4,2,2,4,4,4,2,4,2,2,2,1,2,1,2,2,4,2,2,2,1,2,1,5,2,1,2,2,1,1,2,4,2,2,2,2,2,2,4,4,2,2,1,2,4,4,4,1,1,4,4,1,1,1,2,4,2
306,"JOSIAS QUINTAL","PMDB","RJ",1,4,4,4,1,1,2,4,1,4,2,2,4,4,2,4,5,2,5,2,5,2,1,4,4,2,5,4,2,2,2,2,2,2,1,4,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,"JOSIAS QUINTAL","PSB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,4,3,2,3,3,3,3,3,3,4,3,1,1,1,1,1,2,1,4,4,4,4
29,"JOSUE BENGTSON","PTB","PA",1,4,5,4,1,1,1,5,1,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,1,1,4,1,1,2,1,4,4,4,4,2,2,2,4,2,2,1,2,2,1,4,1,5,1,1,4,1,1,2,1,1
419,"JOVAIR ARANTES","PTB","GO",1,4,2,4,4,1,2,5,2,4,2,1,2,4,4,2,2,2,2,2,1,2,1,2,2,2,4,4,2,4,4,1,2,2,1,1,2,1,1,2,4,2,2,4,4,4,2,2,3,2,2,1,4,1,2,4,1,4,1,1,1,1,1,2,2,4
368,"JOVINO CANDIDO","PV","SP",4,1,4,4,2,2,2,2,2,2,2,1,1,1,5,1,1,4,4,5,2,1,2,4,4,1,4,4,4,1,1,1,4,2,4,4,2,4,4,1,1,1,1,5,4,4,5,4,5,5,5,4,1,1,2,4,1,4,4,4,4,4,4,1,1,2
308,"JUIZA DENISE FROSSARD","PPS","RJ",4,2,4,4,2,1,2,2,4,2,2,1,2,4,4,5,4,5,5,5,2,4,5,4,4,5,4,5,4,1,2,1,4,2,2,1,4,1,4,4,1,2,1,4,1,5,5,4,4,4,4,4,4,4,4,2,1,1,1,1,2,1,1,2,1,1
114,"JULIO CESAR","PFL","PI",2,1,1,4,4,2,2,2,2,2,5,1,2,4,4,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,2,4,1,4,1,2,2,1,1,4,5,4,5,5,4,4,4,5,5,4,5,1,2,2,1,4,4,1,1,1,1,1,1,1
250,"JULIO DELGADO","PPS","MG",1,2,1,5,1,1,4,4,1,4,2,1,2,5,5,4,5,5,5,4,3,5,5,5,5,2,4,5,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"JULIO DELGADO","PSB","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,2,1,1,4,1,4,4,5,4,2,2,2,5,2,5,5,2,4,2,1,1,3,4,4,4,4,4,4,1,4
309,"JULIO LOPES","PP","RJ",4,4,5,4,4,4,4,4,2,4,2,2,2,4,4,2,2,2,2,2,1,2,1,4,2,2,4,4,2,4,2,1,4,2,4,1,1,4,4,4,1,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,4,5,1,1,1,1,4,2,4,2
499,"JULIO REDECKER","PSDB","RS",4,4,4,4,2,2,2,2,2,2,4,1,2,4,4,4,4,4,4,4,2,5,4,4,4,4,4,4,4,4,4,4,4,2,1,4,2,2,2,1,4,2,1,4,4,5,4,4,4,5,4,1,5,4,1,2,4,5,1,1,2,1,1,1,4,3
369,"JULIO SEMEGHINI","PSDB","SP",2,1,2,4,4,4,2,2,2,4,5,1,2,4,5,4,4,4,4,4,2,5,4,5,4,5,5,5,5,1,2,1,4,4,1,1,2,2,2,4,4,4,1,4,1,4,5,4,4,5,1,5,4,2,1,2,1,5,1,1,1,1,1,1,1,1
54,"JUNIOR BETAO","PL","AC",1,4,4,5,1,1,1,5,4,4,4,4,4,4,4,2,2,2,2,2,1,2,1,2,2,2,4,2,2,2,4,1,4,2,4,4,4,4,4,4,1,2,2,2,1,4,2,4,4,2,2,1,2,2,2,1,4,4,4,1,4,1,1,2,1,2
593,"JURANDIL JUAREZ","PMDB","AP",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,"JURANDIR BOIA","PDT","AL",1,2,1,5,1,1,2,4,2,2,2,1,2,2,2,1,2,2,2,5,1,2,1,2,2,2,4,4,4,4,4,4,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,"JUTAHY JUNIOR","PSDB","BA",2,4,2,1,2,2,2,2,2,2,5,1,2,2,4,5,5,4,4,5,2,5,5,4,4,4,4,5,5,1,2,1,4,2,2,1,2,2,2,1,4,2,1,4,1,5,4,4,5,5,4,1,4,1,1,4,1,5,1,1,2,1,1,1,1,4
63,"KATIA ABREU","PFL","TO",4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,5,4,4,5,5,5,5,4,1,4,2,2,4,4,4,2,4,4,4,4,5,4,4,5,4,5,4,5,5,4,4,1,2,2,1,5,4,4,4,1,1,1,1,4
502,"KELLY MORAES","PTB","RS",4,4,4,4,4,4,1,4,1,4,4,4,4,4,2,2,2,2,2,2,1,2,1,2,2,2,4,4,4,4,4,4,4,2,4,4,2,1,1,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,1,5,4,4,4,4,4,2,1,1
245,"LAEL VARELLA","PFL","MG",4,4,2,4,1,2,4,4,3,4,2,4,2,4,4,3,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,2,1,4,4,1,1,2,4,2,2,4,2,2,4,2,4,2,4,4,2,2,1,4,1,4,4,1,1,1,4,4,1,4
311,"LAURA CARNEIRO","PFL","RJ",2,4,2,4,2,2,2,2,4,4,5,1,2,2,4,4,4,4,4,5,2,1,4,4,4,5,4,4,4,1,1,1,2,4,4,1,1,2,2,1,4,4,4,4,1,4,4,4,4,5,5,5,5,1,2,4,1,4,4,4,4,4,4,1,1,1
420,"LEANDRO VILELA","PMDB","GO",1,1,5,4,4,4,1,4,1,5,2,2,2,2,4,4,2,2,4,4,1,2,4,2,4,2,5,2,4,4,2,1,2,4,1,4,4,1,4,4,1,2,2,4,4,4,2,2,4,4,2,1,2,2,1,1,1,1,4,4,4,4,4,4,1,4
98,"LEO ALCANTARA","PSDB","CE",2,4,4,5,2,1,2,2,2,4,4,1,2,4,5,4,5,4,4,5,4,4,5,5,4,4,5,5,5,4,4,4,2,2,2,1,2,2,2,1,4,1,1,4,4,4,4,5,4,5,5,4,5,2,1,2,1,5,4,1,1,1,1,1,1,2
480,"LEODEGAR TISCOSKI","PP","SC",1,2,5,4,1,1,1,2,4,5,2,1,2,2,4,2,2,2,2,2,1,2,1,2,2,2,4,4,4,4,4,4,4,2,1,1,4,2,1,2,4,2,2,4,2,2,2,2,4,2,2,1,2,4,1,1,1,4,1,1,1,1,1,2,1,2
251,"LEONARDO MATTOS","PV","MG",4,4,4,4,1,1,2,2,4,4,2,1,2,5,4,5,4,4,4,4,2,1,4,4,4,5,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,2,1,4,5,5,5,5,4,5,5,4,4,4,4,4,4,4,1,4,1,1,1,4,4,4
253,"LEONARDO MONTEIRO","PT","MG",1,4,3,4,4,1,1,4,1,4,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,4,4,2,1,2,1,4,2,4,1,4,1,1,2,4,2,4,4,4,2,2,2,4,2,2,1,2,4,2,1,1,1,1,1,1,1,1,2,1,2
312,"LEONARDO PICCIANI","PMDB","RJ",1,4,4,4,1,1,2,4,4,4,2,1,1,4,4,4,3,3,1,4,4,4,2,4,4,1,4,4,4,2,1,2,4,2,1,1,4,4,2,3,4,4,1,4,4,4,4,5,5,3,3,5,4,4,4,3,1,1,1,1,1,1,1,4,4,1
421,"LEONARDO VILELA","PSDB","GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA
243,"LINCOLN PORTELA","PL","MG",1,5,5,4,1,1,4,5,1,4,2,2,2,2,2,2,2,5,2,2,1,4,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,4,2,2,2,1,2,2,2,4,2,2,1,2,2,2,1,1,4,1,1,1,1,1,4,1,2
569,"LINO ROSSI","PP","MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,2,2,4,4,4,4,4,2,1,1,1,2,2,2,4,4,4,4,4,4,4,2,4,4,1,2,1,4,1,4,2,4,4,4,4,4,4,2,2,4,2,4,4,1,4,4,4,4,4,4,4,2,4,4
370,"LOBBE NETO","PSDB","SP",2,1,2,1,2,2,2,2,2,2,5,1,3,2,5,1,5,4,4,4,2,4,5,5,4,4,4,4,4,4,4,4,2,2,1,1,2,2,2,2,1,2,1,5,4,5,5,4,2,4,5,5,5,3,1,2,1,5,1,1,2,1,4,1,1,4
481,"LUCI CHOINACKI","PT","SC",1,4,4,4,1,1,1,4,1,4,4,2,2,2,4,2,2,2,4,4,1,2,1,2,2,4,2,2,2,1,2,1,4,4,1,1,4,4,4,4,4,2,2,4,4,2,2,4,4,2,2,1,4,2,2,4,1,1,1,1,1,1,1,2,2,2
131,"LUCIA BRAGA","PMDB","PB",NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,1,2,1,2,4,4,4,4,4,4,4,4,5,4,1,1,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,2,2,1,4,1,4,4,1,1,4,4,2,4,4
131,"LUCIA BRAGA",NA,"PB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,"LUCIANA GENRO","PSOL","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,2,4,1,5,5,1,4,5,5,2,4,1,2,1,1,1,4,1,4,1,1,2,1,2
506,"LUCIANA GENRO",NA,"RS",1,4,4,4,2,1,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,2,4,4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"LUCIANO CASTRO","PL","RR",1,4,4,4,3,3,4,4,4,3,4,1,2,4,4,2,4,4,4,2,1,2,1,2,2,2,4,4,2,1,2,1,4,2,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,2,4,2,4,2,1,1,4,1,1,1,1,1,2,1,4
76,"LUCIANO LEITOA","PSB","MA",1,4,4,4,4,1,1,4,2,4,4,4,4,4,2,2,2,4,2,4,1,2,4,4,4,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,4,2,4,4,4,2,2,4,4,4,4,1,4,4,1,4,1,1,1,1,4,1,1,2,4,2
372,"LUCIANO ZICA","PT","SP",1,2,5,5,4,1,1,1,1,5,2,2,2,2,2,2,2,2,2,4,1,2,1,2,2,2,2,2,2,4,4,4,4,4,1,1,2,1,1,2,2,4,4,4,2,2,2,2,2,2,2,1,4,2,2,1,1,4,4,1,1,1,4,2,2,4
500,"LUIS CARLOS HEINZE","PP","RS",2,4,4,4,1,4,2,2,4,4,4,1,2,2,4,4,1,4,4,4,1,4,4,2,4,1,4,1,1,2,2,2,4,4,1,1,4,2,4,2,4,2,4,4,4,4,5,2,1,1,1,2,1,1,2,2,4,5,4,1,4,4,1,1,1,2
204,"LUIZ ALBERTO","PT","BA",1,2,4,4,1,1,1,4,4,5,2,2,2,2,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,5,2,1,4,4,1,1,2,4,2,2,4,2,2,2,2,4,2,2,1,2,4,1,1,4,4,4,4,4,4,4,4,4,4
341,"LUIZ ANTONIO FLEURY","PTB","SP",1,5,4,4,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,2,2,4,2,4,2,2,4,2,2,1,2,1,1,1,1,4,1,1,1,1,1,4,1,4
182,"LUIZ BASSUMA","PT","BA",1,2,5,4,1,1,1,5,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,2,4,4,2,4,2,2,2,2,2,2,4,1,2,4,4,1,1,1,1,1,1,1,1,2,1,2
422,"LUIZ BITTENCOURT","PMDB","GO",1,4,5,4,1,1,1,4,2,4,2,1,2,2,4,2,2,2,2,2,1,2,1,2,2,2,4,4,5,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,5,2,2,4,2,4,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4
454,"LUIZ CARLOS HAULY","PSDB","PR",2,1,2,5,2,2,2,2,2,2,4,1,1,4,4,4,4,5,5,4,5,5,4,4,4,5,4,5,5,1,4,1,2,2,1,1,2,2,2,5,1,2,1,4,1,5,5,5,5,5,5,1,5,4,1,4,1,5,1,1,2,4,1,1,1,1
375,"LUIZ CARLOS SANTOS","PFL","SP",4,4,2,4,2,2,2,4,2,4,5,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,4,1,4,2,1,1,1,4,2,1,4,5,4,4,4,4,4,4,4,5,1,4,5,4,2,2,1,4,1,4,1,1,1,4,4,4
205,"LUIZ CARREIRA","PFL","BA",2,4,2,5,4,4,2,2,2,2,5,1,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,1,1,1,2,2,1,1,1,2,2,1,1,1,5,5,1,5,5,4,5,5,5,4,5,1,2,2,1,5,1,4,1,1,1,1,1,1
133,"LUIZ COUTO","PT","PB",1,2,5,4,4,4,1,4,4,5,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,4,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2
376,"LUIZ EDUARDO GREENHALGH","PT","SP",4,4,4,4,1,1,1,4,1,5,2,2,2,2,2,2,2,4,2,2,1,2,1,2,2,2,2,4,2,1,2,1,4,2,1,1,4,4,1,4,2,2,2,4,4,4,2,2,2,2,2,1,2,4,2,1,1,1,1,1,1,1,4,2,1,2
151,"LUIZ PIAUHYLINO","PDT","PE",1,4,4,4,1,1,4,2,4,4,2,1,4,4,4,2,2,4,4,4,1,2,4,4,4,4,4,2,2,1,2,4,2,4,4,1,4,1,1,4,4,2,1,5,1,5,4,4,4,4,4,4,4,1,2,1,1,4,1,4,1,1,1,1,1,4
313,"LUIZ SERGIO","PT","RJ",1,2,4,5,1,1,1,4,1,4,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,4,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,4,1,1,2,1,2
371,"LUIZA ERUNDINA","PSB","SP",1,2,4,4,4,4,2,2,2,5,2,2,2,2,4,2,2,2,2,2,1,2,2,2,2,2,4,4,2,1,2,1,4,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,2,4,2
42,"LUPERCIO RAMOS","PMDB","AM",NA,2,5,5,1,1,1,4,1,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,4,4,2,2,1,2,4,4,4,1,1,4,1,1,2,3,2,2,2,4,4,2,2,2,2,4,4,4,4,4,1,1,1,1,4,1,1,1,2,1,4
42,"LUPERCIO RAMOS",NA,"AM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"MANATO","PDT","ES",1,2,5,4,1,1,2,4,2,2,2,1,1,5,4,1,5,5,5,5,2,1,5,5,5,5,5,5,5,2,2,2,2,4,4,1,2,1,1,2,1,2,1,4,1,5,1,5,5,5,5,5,5,1,2,1,1,1,1,1,1,4,1,1,1,2
410,"MANINHA","PSOL","DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,4,4,2,4,1,5,5,4,5,5,5,5,5,4,4,1,1,1,4,4,4,4,4,4,4,4
410,"MANINHA","PT","DF",1,4,4,4,1,1,1,4,2,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,4,2,2,2,1,2,1,4,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,"MANOEL SALVIANO","PSDB","CE",4,4,5,4,1,1,2,2,2,4,4,2,2,4,4,5,5,2,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,1,1,4,2,1,2,4,2,1,4,4,5,5,4,4,4,4,4,2,4,4,2,1,5,1,1,1,1,1,1,1,2
277,"MARCELINO FRAGA","PMDB","ES",1,2,4,4,4,4,4,4,1,4,4,1,2,4,4,2,2,2,2,2,1,1,4,5,2,4,4,2,2,4,2,1,2,4,4,1,4,4,4,4,1,4,2,4,4,3,2,2,4,2,2,1,4,4,2,1,1,4,1,1,1,1,1,4,4,4
254,"MARCELLO SIQUEIRA","PMDB","MG",4,2,5,5,4,1,1,4,1,5,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,2,2,2,4,1,2,4,4,2,4,1,2,1,4,2,3,2,2,2,2,2,2,2,4,4,4,1,2,2,2,4,1,1,1,1,1,1,1,4,4,4
585,"MARCELO BARBIERI","PMDB","SP",1,2,4,4,4,1,2,4,1,4,2,4,4,4,4,4,2,2,2,2,1,2,1,2,2,2,4,4,2,1,4,4,4,1,1,1,4,1,1,4,1,2,2,4,4,4,4,2,4,2,2,1,2,4,2,4,1,4,1,4,1,1,1,2,1,1
110,"MARCELO CASTRO","PMDB","PI",1,2,4,4,1,1,1,1,1,1,4,2,2,4,2,2,2,2,2,2,1,2,4,2,2,2,4,4,4,1,4,4,4,1,4,1,4,1,1,4,1,2,4,4,2,2,4,2,2,2,2,1,4,2,1,4,1,1,1,1,1,1,1,2,1,2
207,"MARCELO GUIMARAES FILHO","PFL","BA",2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,4,1,5,4,1,5,4,4,5,4,4,4,5,1,2,2,1,4,4,4,1,1,1,1,2,2
207,"MARCELO GUIMARAES FILHO","PL","BA",NA,NA,NA,NA,1,1,1,5,1,4,2,2,2,4,4,2,2,2,2,2,1,2,1,2,2,4,2,2,2,1,2,1,5,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,"MARCELO ORTIZ","PV","SP",1,4,4,4,1,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,1,4,4,2,2,2,1,2,4,1,2,1,2,1,4,1,5,4,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,2,1,2
99,"MARCELO TEIXEIRA","PMDB","CE",1,4,4,4,1,1,1,5,1,5,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,4,4,4,4,2,1,1,4,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"MARCELO TEIXEIRA","PSDB","CE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,4,4,4,4,4,5,1,4,2,4,4,1,4,1,1,1,1,1,4,1,1
599,"MARCIO FORTES","PSDB","RJ",NA,NA,4,4,4,4,2,2,2,4,4,1,2,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,2,4,1,1,1,4,4,1,4,5,4,4,5,1,4,5,1,1,2,1,5,4,4,4,4,4,1,1,1
247,"MARCIO REINALDO MOREIRA","PP","MG",1,4,4,4,1,1,1,2,2,4,2,2,2,2,4,2,2,2,2,2,1,2,1,2,2,2,4,2,2,2,2,1,5,2,1,1,1,2,1,2,1,2,2,4,2,2,2,2,2,2,4,1,2,2,2,1,1,4,1,1,4,1,1,2,1,2
575,"MARCO MAIA","PT","RS",1,2,4,4,1,1,4,4,4,4,2,2,2,2,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,4,2,1,1,2,1,1,2,3,2,2,2,2,2,2,2,2,2,4,1,2,2,2,1,1,4,1,1,1,1,4,2,1,2
542,"MARCONDES GADELHA","PSB","PB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,2,4,2,4,4,4,2,1,4,4,2,1,1,1,4,4,4,1,1,4,2,2
