"id","name","party","state","vote.2312","vote.2338","vote.2339","vote.2346","vote.2347","vote.2348","vote.2349","vote.2350","vote.2351","vote.2356","vote.2360","vote.2361","vote.2362","vote.2365","vote.2366","vote.2370","vote.2371","vote.2373","vote.2374","vote.2375","vote.2380","vote.2381","vote.2383","vote.2387","vote.2389","vote.2391","vote.2392","vote.2393","vote.2394","vote.2396","vote.2400","vote.2401","vote.2403","vote.2406","vote.2408","vote.2409","vote.2413","vote.2422","vote.2424","vote.2425","vote.2429","vote.2430","vote.2432","vote.2434","vote.2435","vote.2436","vote.2437","vote.2439","vote.2441","vote.2442","vote.2445","vote.2452","vote.2458","vote.2459","vote.2460","vote.2463","vote.2467","vote.2468","vote.2470","vote.2471","vote.2473","vote.2474","vote.2475","vote.2476","vote.2478","vote.2479"
294,"DR  HELENO","PSC","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,4,4,4,5,2,2,4,2,2,4,2,1,4,4,1,1,1,4,1,1,1,2,2,2
74,"DR  RIBAMAR ALVES","PSB","MA",1,2,4,4,4,4,1,5,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,4,2,4,1,4,1,4,2,4,2,4,4,4,4,2,4,4,2,4,4,2,4,4,4,4,4,1,1,1,1,1,2,2,2
2,"DR  RODOLFO PEREIRA","PDT","RR",1,2,4,4,3,3,4,4,2,4,4,4,4,4,5,4,4,1,5,4,2,1,2,5,5,5,5,4,5,2,2,2,2,2,4,4,4,1,1,2,1,2,1,4,1,4,2,4,4,2,2,1,2,4,2,1,1,4,1,1,4,1,1,2,4,2
449,"DR  ROSINHA","PT","PR",1,2,4,4,4,4,1,4,1,4,2,2,2,2,4,2,2,2,2,2,1,4,4,4,4,4,2,2,4,1,2,1,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,4,4,4,4,4,1,1,1,4,4,4,4,4,4,2,2,2
460,"DRA  CLAIR","PT","PR",1,2,5,4,1,1,2,5,2,2,2,2,2,4,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,4,2,4,1,2,1,1,2,4,2,2,4,1,1,2,1,4,2,2,1,2,1,2,4,1,4,1,1,4,1,1,2,1,2
350,"DURVAL ORLATO","PT","SP",1,4,4,4,4,1,1,4,1,4,2,2,2,2,4,2,4,2,2,4,1,2,1,2,2,2,4,4,2,4,2,1,5,4,1,1,2,1,4,2,4,2,2,4,4,2,2,2,4,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2
470,"EDINHO BEZ","PMDB","SC",NA,3,4,4,4,1,3,3,1,2,2,2,2,2,2,4,4,2,4,2,1,2,1,4,4,2,3,3,2,1,2,1,2,4,4,4,4,1,4,2,1,4,4,4,2,4,2,2,4,2,4,4,2,4,2,1,1,4,1,1,4,1,1,4,4,4
578,"EDINHO MONTEMOR","PL","SP",2,3,4,3,1,4,1,5,4,4,2,1,2,2,4,5,2,2,2,5,1,2,4,2,4,2,4,4,2,2,4,4,4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"EDINHO MONTEMOR","PSB","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,4,4,4,4,5,2,4,4,2,2,2,2,4,2,4,4,4,4,1,1,1,1,4,4,4
544,"EDISON ANDRINO","PMDB","SC",1,4,4,4,1,1,2,2,2,4,4,4,4,4,2,4,4,2,2,4,2,1,2,3,4,4,3,3,3,1,4,4,2,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,2,4,4,4,1,1,1,1,1,1,1,1,1,4,2,1,1
231,"EDMAR MOREIRA","PFL","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,4,4,4,4,3,1,4,4,5,4,4,5,4,2,4,4,5,4,4,4,4,4,1,1,1
231,"EDMAR MOREIRA","PL","MG",1,4,4,4,1,1,1,4,4,1,2,2,2,2,2,4,2,2,2,4,1,2,1,2,2,2,2,2,2,2,4,4,4,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,"EDNA MACEDO","PTB","SP",1,4,4,4,4,4,4,4,4,4,2,1,4,2,2,2,2,4,4,2,1,1,1,1,1,2,4,4,4,4,4,4,2,4,1,1,4,3,1,3,1,4,4,4,4,3,4,3,4,3,2,1,2,4,4,1,1,4,4,1,2,1,1,2,4,4
189,"EDSON DUARTE","PV","BA",1,4,1,4,1,1,2,4,2,4,4,4,4,4,4,5,5,2,5,4,2,5,5,5,4,4,4,4,5,1,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,4,4,4,2,1,2
298,"EDSON EZEQUIEL","PMDB","RJ",1,4,4,4,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,2,1,4,2,1,1,2,1,1,2,1,2,1,4,1,1,2,2,5,2,3,2,5,1,2,1,1,1,1,1,1,1,1,2,1,2
230,"EDUARDO BARBOSA","PSDB","MG",2,1,2,4,2,2,2,2,2,2,1,1,2,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,1,2,1,4,2,4,1,2,2,2,1,4,2,1,4,1,5,4,4,4,4,4,5,5,1,1,4,1,5,4,4,4,4,4,1,1,4
140,"EDUARDO CAMPOS","PSB","PE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,4,1,2,1,4,4,4,2,4,2,2,4,2,2,1,4,4,2,1,1,4,4,4,4,4,4,4,4,4
300,"EDUARDO CUNHA","PMDB","RJ",1,4,4,5,2,2,2,4,2,4,5,1,1,4,4,5,4,5,4,5,5,1,4,4,4,1,4,4,5,4,4,4,4,2,1,1,1,2,2,1,1,2,1,4,1,2,2,4,4,2,2,4,2,2,1,4,1,4,1,1,1,1,1,2,2,4
60,"EDUARDO GOMES","PSDB","TO",4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,2,4,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,1,4,4,4
307,"EDUARDO PAES","PSDB","RJ",2,4,2,1,4,4,2,2,4,2,4,1,2,4,5,4,4,4,5,5,4,5,4,5,4,4,5,4,5,4,2,1,4,4,1,4,4,2,4,4,1,2,1,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,1
461,"EDUARDO SCIARRA","PFL","PR",2,1,2,4,2,2,2,2,4,4,4,1,2,4,4,4,4,4,4,4,2,4,5,4,4,4,4,4,4,1,1,1,2,4,1,1,1,2,2,1,1,5,5,4,1,5,5,5,4,5,5,5,5,1,2,2,4,4,1,1,1,1,4,1,1,4
14,"EDUARDO SEABRA","PTB","AP",1,2,4,4,1,1,2,4,2,4,2,2,2,4,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,4,4,2,4,1,2,1,2,2,4,4,2,2,4,4,2,2,1,2,2,2,4,1,4,1,1,1,1,1,2,1,2
48,"EDUARDO VALVERDE","PT","RO",1,4,4,4,1,1,1,5,1,5,2,2,4,4,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,5,2,1,1,4,4,4,2,4,2,2,4,2,2,2,2,4,2,2,1,2,2,2,4,1,1,1,1,4,4,4,2,1,2
301,"ELAINE COSTA","PTB","RJ",4,4,4,4,1,1,1,4,1,4,4,2,4,4,2,2,4,4,4,4,4,4,4,4,4,4,2,4,2,1,2,1,2,4,1,1,1,1,1,4,1,4,2,4,4,3,3,4,4,2,4,1,4,2,1,4,1,4,1,4,4,1,1,4,4,4
352,"ELIMAR MAXIMO DAMASCENO","PRONA","SP",2,4,2,4,2,4,2,2,2,4,2,4,2,1,1,4,4,4,4,4,4,4,4,4,4,4,5,5,5,2,4,2,2,2,4,1,2,1,1,2,1,2,1,4,5,5,5,5,4,5,4,5,5,1,2,2,1,5,4,4,1,1,1,1,1,2
495,"ELISEU PADILHA","PMDB","RS",1,4,4,4,2,2,2,4,4,4,2,1,2,4,4,4,4,4,4,4,4,4,2,4,5,4,4,4,5,4,1,2,4,2,1,1,4,2,4,1,1,4,4,4,4,4,4,4,4,5,4,2,4,4,1,4,4,4,4,1,4,4,4,4,4,4
232,"ELISEU RESENDE","PFL","MG",2,1,2,4,2,4,2,4,2,4,5,4,2,4,4,4,5,4,4,5,4,5,4,4,4,4,4,4,5,4,1,2,4,2,4,4,4,2,4,4,1,5,4,4,1,4,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,1,1,1,4,4
353,"ENEAS","PRONA","SP",2,4,4,4,2,2,2,2,4,4,2,4,2,1,4,4,5,5,5,5,5,1,5,5,4,5,4,4,5,2,1,2,2,2,4,1,4,4,4,2,4,2,1,4,4,5,5,4,4,5,4,5,5,1,2,2,1,5,4,1,1,1,1,1,1,2
493,"ENIO BACCI","PDT","RS",1,4,4,4,4,4,2,2,2,4,4,1,2,4,5,5,4,4,4,5,3,5,5,5,5,5,5,5,5,2,2,2,4,4,4,4,2,1,1,2,4,4,4,4,4,5,4,4,4,5,4,4,1,1,2,4,1,1,1,1,1,1,1,4,4,4
517,"ENIO TATICO","PL","GO",1,4,4,4,4,4,4,5,4,4,2,2,2,4,4,2,2,2,4,4,1,2,1,4,4,2,4,4,2,2,4,2,5,4,4,4,2,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4
132,"ENIVALDO RIBEIRO","PP","PB",1,4,4,4,1,1,1,2,1,4,4,4,4,4,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,4,5,2,1,1,1,2,1,2,1,2,2,5,2,2,2,2,2,2,4,1,2,2,1,1,1,5,1,1,1,1,1,4,4,4
496,"ERICO RIBEIRO","PP","RS",1,4,2,4,1,1,1,4,1,4,2,1,2,2,4,2,4,4,4,4,1,4,1,4,4,2,2,2,2,2,4,4,5,2,1,1,4,2,4,4,4,2,2,4,4,2,2,2,4,2,2,1,4,4,1,4,1,5,1,1,1,1,1,2,1,2
95,"EUNICIO OLIVEIRA","PMDB","CE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,1,1,2,4,4,2,4,2,2,2,2,2,2,2,1,4,2,4,1,1,1,1,1,1,1,1,1,1,4
190,"FABIO SOUTO","PFL","BA",2,4,4,4,2,2,2,2,2,2,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,2,1,4,1,2,2,1,4,4,5,5,1,5,5,5,4,5,5,4,4,4,4,2,1,4,1,1,1,4,1,1,1,1
121,"FATIMA BEZERRA","PT","RN",1,2,4,4,1,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,4,1,2,1,4,2,1,1,4,1,4,4,4,4,2,4,2,2,2,4,4,2,2,1,2,4,2,1,1,1,1,1,1,1,1,2,5,2
191,"FELIX MENDONCA","PFL","BA",2,4,4,4,2,2,2,2,2,4,3,1,4,4,3,5,4,4,4,5,5,4,4,4,4,4,5,5,5,2,1,2,2,4,1,1,1,2,4,1,4,4,1,4,1,4,4,4,4,5,4,5,4,4,4,2,1,5,1,1,1,1,4,1,2,2
478,"FERNANDO CORUJA","PPS","SC",1,2,2,1,2,1,2,2,2,2,2,1,2,5,5,4,4,1,5,4,2,1,2,1,4,1,5,4,5,1,2,1,2,2,2,1,4,1,1,2,1,2,1,2,1,5,5,5,5,5,5,5,5,1,2,2,1,1,1,1,1,1,1,2,1,1
194,"FERNANDO DE FABINHO","PFL","BA",2,1,4,4,2,2,2,2,2,2,4,4,4,4,5,4,5,4,4,4,5,4,4,4,4,5,5,5,5,4,4,4,4,2,1,1,1,4,4,1,1,4,1,5,1,4,4,4,4,5,5,5,4,1,1,4,1,4,1,1,1,1,1,4,4,4
233,"FERNANDO DINIZ","PMDB","MG",4,2,4,4,4,1,1,4,1,4,4,2,2,2,4,2,2,2,4,4,1,2,4,4,4,2,4,4,2,4,2,4,4,2,1,4,2,1,1,2,4,4,2,4,4,4,2,2,4,2,2,4,4,2,1,4,1,4,4,4,1,1,4,2,1,4
601,"FERNANDO ESTIMA","PPS","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,4,4,4,4,4,5,1,2,2,1,1,1,4,1,4,4,4,4,4
601,"FERNANDO ESTIMA",NA,"SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,2,1,1,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"FERNANDO FERRO","PT","PE",1,2,5,4,1,1,1,4,1,4,2,2,2,4,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,5,2,1,1,2,1,4,2,2,4,4,4,2,2,2,2,2,2,2,1,2,4,4,1,4,4,4,1,1,1,1,4,4,4
296,"FERNANDO GABEIRA","PV","RJ",3,4,2,4,1,1,2,2,2,4,2,1,2,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,1,3,1,2,4,1,4,2,4,4,2,4,2,1,4,5,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,4,1,1,2,4,4
528,"FERNANDO GONCALVES","PTB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,4,4,1,2,2,2,4,2,2,1,4,2,2,1,1,4,1,1,1,1,1,2,1,4
304,"FERNANDO LOPES","PMDB","RJ",1,4,1,1,2,1,2,2,2,4,4,1,1,4,4,5,5,5,4,4,2,4,4,4,4,4,4,4,5,1,4,1,4,2,2,1,2,1,2,2,4,4,4,4,1,4,2,5,4,5,4,4,4,1,2,1,4,4,1,1,1,1,1,1,4,4
274,"FEU ROSA","PP","ES",1,4,4,5,4,1,1,4,1,5,2,2,2,5,2,2,2,4,2,4,1,2,1,2,2,2,2,2,2,2,2,1,2,4,4,1,4,4,4,4,4,2,4,4,2,5,3,4,5,5,5,4,2,3,3,1,1,4,4,4,4,4,4,4,4,4
519,"FRANCISCO APPIO","PP","RS",1,4,2,4,4,4,4,2,2,4,2,1,4,2,2,4,2,2,2,2,1,2,1,2,2,2,2,2,2,2,4,2,4,4,4,4,1,4,1,2,1,4,4,4,4,4,2,3,3,4,2,4,2,4,4,1,1,5,1,1,1,1,4,4,4,4
299,"FRANCISCO DORNELLES","PP","RJ",1,4,2,4,1,1,2,2,1,4,4,4,4,4,4,4,2,2,2,2,1,2,1,4,4,2,4,4,2,4,4,4,4,2,1,1,1,2,1,2,4,4,2,4,2,2,2,4,4,4,2,1,2,4,4,4,1,4,4,1,1,1,1,2,4,2
36,"FRANCISCO GARCIA","PP","AM",1,2,4,4,1,1,1,4,1,4,2,2,4,4,4,2,2,2,2,2,1,2,1,2,2,2,4,4,4,2,2,4,4,2,1,1,2,2,4,2,4,2,2,4,4,4,2,4,4,4,2,1,4,2,1,4,1,1,1,1,1,1,1,4,4,4
3,"FRANCISCO RODRIGUES","PFL","RR",2,1,2,4,4,1,4,4,2,2,5,4,4,4,5,4,4,4,5,5,2,4,5,4,4,5,4,4,4,4,4,4,4,2,4,4,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,2,1,4,4,4,4,4,4,4,1,2
497,"FRANCISCO TURRA","PP","RS",1,1,2,4,1,1,1,2,2,4,2,1,2,2,2,2,4,2,2,2,1,2,1,2,4,2,4,4,4,2,2,2,4,4,1,1,1,2,1,2,1,2,1,4,2,5,2,4,4,1,1,2,2,2,1,1,1,4,1,1,1,1,1,2,1,2
75,"GASTAO VIEIRA","PMDB","MA",1,2,4,5,1,1,2,5,1,5,2,2,2,4,2,2,2,2,4,4,1,2,2,2,2,2,5,2,2,1,2,1,2,1,1,1,2,1,2,4,1,2,2,4,2,5,2,2,2,2,2,4,2,2,2,4,1,1,1,1,4,1,1,2,1,4
193,"GEDDEL VIEIRA LIMA","PMDB","BA",4,4,4,4,4,1,2,2,4,2,2,1,4,4,4,2,4,4,4,2,2,4,2,4,4,4,4,5,5,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,1,4,1,4,4,2,4,1,4,4,4,4,1,1,4,4,4,4,4,2,2,1
435,"GERALDO RESENDE","PPS","MS",4,2,2,1,1,1,2,2,2,4,2,1,2,4,5,5,5,5,5,4,2,1,5,4,4,5,5,5,5,1,2,1,4,2,2,1,2,4,4,4,1,2,1,4,4,5,5,5,4,5,5,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1
236,"GERALDO THADEU","PPS","MG",1,2,2,4,2,1,2,2,2,4,4,4,4,1,4,4,5,1,5,5,2,1,5,5,4,4,5,5,5,1,1,1,2,2,4,1,2,1,1,2,4,4,4,4,4,5,4,4,4,4,4,4,4,1,2,2,1,1,1,1,1,1,1,2,1,1
185,"GERSON GABRIELLI","PFL","BA",1,4,2,4,2,4,4,4,2,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4
11,"GERVASIO OLIVEIRA","PMDB","AP",NA,4,4,4,4,4,1,5,4,4,4,1,4,4,2,4,2,4,4,4,1,2,4,4,4,2,5,2,2,1,2,1,2,1,4,4,2,4,4,2,4,2,2,2,2,5,4,2,4,4,4,4,4,2,1,4,1,1,4,1,1,4,1,2,1,2
11,"GERVASIO OLIVEIRA",NA,"AP",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,"GERVASIO SILVA","PFL","SC",4,4,2,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,4,4,1,4,4,1,4,1,5,5,4,5,4,4,4,4,4,4,2,4,4,4,4,1,4,1,4,4,2
466,"GIACOBO","PL","PR",1,5,4,5,1,4,1,5,4,4,2,2,2,4,4,2,2,2,2,2,1,2,1,2,2,2,2,4,2,2,4,1,5,2,4,4,4,2,1,4,1,2,2,4,1,4,2,2,4,2,2,1,4,4,2,4,4,5,4,4,1,4,1,4,1,2
354,"GILBERTO NASCIMENTO","PMDB","SP",1,4,4,4,2,4,4,4,2,5,1,1,2,2,2,1,3,5,5,4,5,5,3,4,4,4,4,5,4,1,1,1,4,4,4,1,4,4,4,2,1,4,4,2,4,5,4,4,4,2,2,1,2,4,2,1,4,1,4,1,2,1,1,4,4,4
234,"GILMAR MACHADO","PT","MG",1,2,4,4,1,1,1,4,1,5,2,2,2,4,2,4,2,2,2,4,1,2,1,2,2,2,2,2,2,1,2,1,4,4,4,1,4,1,1,2,4,4,2,4,2,2,2,4,4,2,2,1,2,4,2,1,1,1,1,1,1,1,1,2,2,2
166,"GIVALDO CARIMBAO","PSB","AL",4,2,4,4,4,4,1,4,1,4,2,2,4,4,4,2,4,4,2,4,4,4,4,2,2,4,4,2,4,4,4,1,4,4,4,4,4,1,4,4,4,2,2,4,4,4,4,2,4,2,2,1,2,4,2,4,1,1,4,4,1,1,1,4,4,4
541,"GONZAGA MOTA","PSDB","CE",2,1,2,5,2,2,2,2,4,4,5,1,2,2,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,1,1,1,4,2,1,1,2,2,2,1,4,1,1,4,4,4,4,4,2,4,4,4,4,1,1,2,1,5,4,4,4,4,4,1,1,4
143,"GONZAGA PATRIOTA","PSB","PE",1,4,4,4,4,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,1,1,2,4,4,4,4,2,4,2,4,4,2,2,4,4,4,1,4,1,4,1,4,1,1,4,4,1,4
567,"GORETE PEREIRA","PL","CE",NA,3,5,4,1,1,4,4,4,4,2,2,2,2,4,2,2,2,2,2,1,2,1,2,2,2,2,2,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,"GORETE PEREIRA",NA,"CE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,"GUILHERME MENEZES","PT","BA",1,2,5,4,4,1,1,5,4,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,4,2,1,1,4,1,1,2,2,4,2,4,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2
450,"GUSTAVO FRUET","PSDB","PR",2,1,2,4,2,2,2,4,4,4,4,1,2,2,5,4,5,4,4,5,5,5,5,4,4,5,5,5,5,1,2,1,2,2,4,1,2,2,2,4,1,2,1,4,4,5,5,4,4,4,5,4,4,4,1,2,1,5,1,1,4,1,1,1,1,1
13,"HAMILTON CASARA","PL","RO",1,4,4,5,4,1,4,5,4,5,2,1,5,1,2,4,4,2,2,2,1,2,1,2,2,4,4,2,4,1,2,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"HAMILTON CASARA","PSDB","RO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,1,1,2,1,4,4,4,4,5,5,5,1,1,4,2,1,2,1,4,4,4,4,4,4,4,4,4
164,"HELENILDO RIBEIRO","PSDB","AL",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,2,1,4,4,4,5,5,4,4,4,4,4,2,1,2,4,4,4,4,4,4,4,1,1,1
173,"HELENO SILVA","PL","SE",1,4,2,4,1,1,1,2,4,2,4,4,4,4,4,2,2,2,2,2,1,2,1,2,4,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,4,2,2,2,4,2,2,4,4,2,2,1,2,2,1,4,1,1,4,4,4,4,4,2,1,4
15,"HELIO ESTEVES","PT","AP",1,4,4,4,4,1,1,4,4,4,2,2,2,2,4,4,2,4,2,2,1,4,4,2,2,2,2,4,2,1,2,1,5,2,1,2,4,4,4,2,4,4,2,4,4,2,2,4,4,4,4,1,4,4,4,4,1,4,1,4,4,4,4,2,4,2
52,"HENRIQUE AFONSO","PT","AC",1,4,4,4,1,1,1,4,1,4,2,2,2,4,2,2,2,2,2,2,1,2,1,2,2,2,4,2,2,4,4,4,4,4,1,2,2,1,1,4,4,2,2,2,2,2,2,2,4,2,2,1,2,2,2,4,1,1,1,1,1,1,1,2,1,2
123,"HENRIQUE EDUARDO ALVES","PMDB","RN",1,4,4,4,1,4,1,4,4,4,2,1,4,4,4,2,2,2,4,2,1,4,4,4,4,4,4,4,4,1,4,1,4,4,1,1,4,1,4,4,4,4,4,4,4,4,2,4,4,2,2,1,4,4,2,1,4,4,1,4,1,1,1,4,1,4
498,"HENRIQUE FONTANA","PT","RS",1,2,4,4,1,1,1,5,1,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,2,2,1,2,1,4,4,1,1,4,1,1,2,2,2,2,2,2,2,2,2,4,2,2,1,2,2,2,4,1,1,1,4,1,1,4,2,1,2
448,"HERMES PARCIANELLO","PMDB","PR",1,4,4,4,1,4,4,5,4,5,2,2,4,4,4,2,2,2,2,2,1,4,1,2,2,4,4,2,5,1,4,1,4,1,4,4,2,4,1,2,1,4,4,2,2,4,4,4,4,2,2,1,2,2,4,4,1,1,4,4,4,1,1,4,4,4
62,"HOMERO BARRETO","PTB","TO",1,4,5,4,4,4,1,4,1,4,2,4,4,4,4,2,2,2,2,2,1,1,4,2,4,2,4,2,2,1,2,4,4,2,1,1,4,1,4,4,1,2,4,2,4,2,2,2,4,2,2,4,2,4,1,1,1,4,1,1,4,1,4,4,4,4
41,"HUMBERTO MICHILES","PL","AM",4,5,4,4,1,1,4,5,4,4,4,4,4,4,4,2,4,2,2,4,1,2,1,2,2,4,2,2,2,4,4,1,5,2,1,4,4,1,1,2,1,2,2,2,1,4,2,5,4,2,2,4,2,4,2,1,4,1,4,1,1,1,1,2,4,4
360,"IARA BERNARDI","PT","SP",4,2,4,4,1,1,1,4,2,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,4,4,4,1,4,4,4,2,4,2,2,4,4,2,2,2,4,2,2,1,2,1,2,1,1,4,4,1,4,1,1,2,1,2
124,"IBERE FERREIRA","PSB","RN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4,4,2,2,1,2,4,1,1,1,4,1,1,1,1,1,2,1,4
124,"IBERE FERREIRA","PTB","RN",4,2,5,5,4,4,1,4,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,1,2,4,4,1,1,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
