"id","name","party","state","vote.2486","vote.2487","vote.2488","vote.2489","vote.2490","vote.2491","vote.2493","vote.2494","vote.2495","vote.2496","vote.2497","vote.2498","vote.2499","vote.2500","vote.2501","vote.2502","vote.2504","vote.2505","vote.2508","vote.2509","vote.2510","vote.2511","vote.2512","vote.2514","vote.2516","vote.2517","vote.2519","vote.2520","vote.2523","vote.2525","vote.2554","vote.2555","vote.2557","vote.2558","vote.2559","vote.2561","vote.2563","vote.2564","vote.2565","vote.2566","vote.2568","vote.2570","vote.2573","vote.2576","vote.2577","vote.2581","vote.2584","vote.2585","vote.2586","vote.2587","vote.2588","vote.2589","vote.2590","vote.2591","vote.2592","vote.2593","vote.2595","vote.2599","vote.2600","vote.2601","vote.2602","vote.2603","vote.2605","vote.2614","vote.2615","vote.2616","vote.2617","vote.2618","vote.2619","vote.2620","vote.2621","vote.2622","vote.2623","vote.2624","vote.2626","vote.2627","vote.2628","vote.2629","vote.2631","vote.2632","vote.2633","vote.2634","vote.2635","vote.2636","vote.2637","vote.2639","vote.2642"
12,"DR  BENEDITO DIAS","PP","AP",1,1,4,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,4,2,2,1,4,4,1,2,4,4,4,2,4,4,2,4,1,4,1,4,2,4,4,4,1,2,4,2,2,4,4,4,4,4,2,1,4,1,1,4,1,4,4,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
227,"DR  FRANCISCO GONCALVES","PPS","MG",1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,4,1,1,1,1,4,1,1,1,2,2,4,4,2,1,1,4,1,2,1,1,2,4,1,4,1,1,2,4,1,2,4,2,4,4,4,1,1,2,4,1,1,1,4,1,1,1,1,2,1,4,4,4,1,2,4,4,4,4,4,4,4,1,4,4,4,4,4,4,1
294,"DR  HELENO","PSC","RJ",1,1,1,4,1,1,1,1,1,2,1,2,1,1,2,1,1,4,1,1,1,1,1,2,1,4,2,5,4,1,2,2,5,2,4,1,2,2,1,4,1,4,1,1,2,2,2,4,4,2,1,4,4,2,1,2,1,1,1,1,1,1,1,1,1,4,1,1,2,1,4,4,2,1,1,2,2,2,1,1,4,4,1,1,1,4,4
349,"DR  PINOTTI","PFL","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,1,4,4,4,4,4,5,4,4,4,4,5,1,4,4,4,4,4,4,4,1,2,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,5,1,2,4,4,4,4,4,4,1,1,4,4,4
74,"DR  RIBAMAR ALVES","PSB","MA",1,1,1,2,1,1,1,4,1,2,1,2,1,4,4,4,1,4,1,4,1,1,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,2,2,4,4,4,4,4,4,4,4,4,1,4,2,4,1,4,4,4,2,1,2,1,1,2,1,1,2,4,1,1,2,2,2,1,1,4,4,4,4,4,4,1
2,"DR  RODOLFO PEREIRA","PDT","RR",1,1,1,4,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,5,4,4,4,2,1,2,1,4,4,1,1,2,2,4,2,4,4,4,4,4,2,1,2,2,1,1,4,4,4,1,1,1,2,1,1,2,1,4,2,2,4,1,2,4,2,1,1,4,4,1,1,2,4,1
449,"DR  ROSINHA","PT","PR",1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,4,1,1,2,1,1,2,2,4,2,2,4,4,2,2,4,2,2,2,2,4,1,1,1,4,2,4,4,2,2,2,4,2,2,4,4,2,5,1,2,4,4,4,4,4,4,2,1,2,1,1,2,1,1,2,2,1,1,4,2,2,1,4,4,4,2,4,4,4,2
460,"DRA  CLAIR","PT","PR",1,1,1,2,1,4,1,1,1,2,1,2,2,4,4,1,1,2,1,4,1,1,4,1,2,1,2,4,2,1,2,2,5,4,4,2,2,1,2,2,1,4,1,1,2,2,2,4,4,2,1,2,4,2,5,1,2,4,1,1,1,4,1,1,1,2,1,1,2,1,1,2,2,3,1,2,2,2,1,1,4,4,2,4,2,4,2
350,"DURVAL ORLATO","PT","SP",1,1,1,2,1,1,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,5,2,4,2,2,4,1,4,4,4,4,4,2,2,2,4,4,4,2,4,1,1,1,1,4,4,4,1,5,1,1,2,1,2,1,4,2,1,1,4,2,4,1,2,2,2,1,1,4,4,4,1,1,4,2
470,"EDINHO BEZ","PMDB","SC",1,1,1,2,1,4,4,1,1,4,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,5,2,2,1,2,2,4,1,1,4,2,1,2,2,2,2,4,2,2,3,1,2,1,2,2,1,1,4,4,1,1,4,1,4,4,1,2,4,1,2,2,1,1,4,4,2,1,1,4,4,1,1,1,4,1
578,"EDINHO MONTEMOR","PSB","SP",1,1,1,2,1,1,1,1,1,2,1,4,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,4,2,2,4,2,4,4,2,2,2,4,1,4,2,1,2,4,1,4,4,2,4,4,5,1,1,1,2,4,4,1,4,4,4,2,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
492,"EDIR OLIVEIRA","PTB","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,2,1,2,2,1,1,4,4,4,4,2,2,2,2,4,2,2,4,4,2,5,1,4,4,4,4,5,1,1,2,1,2,1,1,4,1,4,2,2,1,1,2,2,2,1,1,4,4,1,1,1,4,1
544,"EDISON ANDRINO","PMDB","SC",1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,4,1,1,1,4,1,1,1,2,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"EDMAR MOREIRA","PFL","MG",1,1,1,2,1,2,4,4,4,1,2,2,1,1,1,4,4,4,1,1,1,1,4,4,1,1,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4
610,"EDMUNDO GALDINO","PDT","TO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,4,1,1,1,1,4,4,1,4,2,2,4,5,2,2,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,"EDMUNDO GALDINO","PSDB","TO",1,1,1,4,1,1,1,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,"EDNA MACEDO","PTB","SP",1,1,1,2,1,4,1,1,1,2,2,2,1,3,3,2,2,4,1,1,1,1,4,2,1,2,2,2,3,2,2,3,4,4,4,4,2,4,4,4,2,4,4,4,3,3,1,4,4,4,4,1,1,2,1,2,3,1,1,4,1,4,1,1,4,4,4,4,4,4,1,2,2,1,1,2,2,2,1,1,4,4,4,4,4,4,3
189,"EDSON DUARTE","PV","BA",1,1,1,2,3,1,1,1,1,2,2,2,1,4,1,1,2,1,1,1,1,1,1,2,1,1,4,2,4,4,2,1,4,2,2,4,2,1,2,1,1,4,1,4,2,2,1,4,4,2,1,4,4,2,1,2,4,4,1,4,4,4,1,1,4,2,1,1,2,1,1,4,2,1,1,2,2,2,1,4,4,4,1,1,2,4,4
298,"EDSON EZEQUIEL","PMDB","RJ",1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,5,2,1,1,4,4,4,4,4,4,4,4,2,2,1,2,4,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,4,4,4,1,1,1,4,2
230,"EDUARDO BARBOSA","PSDB","MG",1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,4,1,4,1,1,1,1,1,2,4,4,5,4,4,1,1,1,1,1,5,1,2,4,4,4,1,2,4,4,1,4,4,4,1,4,1,2,1,2,1,1,1,1,1,1,1,1,4,2,1,1,2,1,4,2,2,1,4,2,2,2,1,1,4,4,1,1,1,4,1
140,"EDUARDO CAMPOS","PSB","PE",1,1,1,2,1,4,1,1,1,2,1,2,1,4,4,4,4,4,4,4,4,1,4,4,1,4,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
300,"EDUARDO CUNHA","PMDB","RJ",1,1,1,2,1,2,1,1,1,2,1,2,1,4,4,1,2,2,1,1,1,1,4,1,1,2,1,5,2,5,5,1,4,1,1,1,1,4,2,2,2,4,1,2,5,5,4,2,4,4,1,4,4,2,1,2,1,1,1,1,4,4,4,1,1,2,1,4,2,1,1,2,2,1,4,4,2,4,1,4,4,4,1,4,1,4,1
60,"EDUARDO GOMES","PSDB","TO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,2,4,4,4,1,4,4,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4
307,"EDUARDO PAES","PSDB","RJ",1,1,4,2,1,2,1,1,4,2,1,2,1,1,4,4,4,4,4,4,4,4,4,2,1,2,4,4,4,4,4,4,1,1,1,1,4,4,2,4,4,4,4,4,4,5,1,4,4,4,4,4,4,2,4,2,1,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,1,1,2,4,2,1,1,4,4,4,4,4,4,1
461,"EDUARDO SCIARRA","PFL","PR",1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,4,1,1,1,1,4,1,4,4,4,5,5,5,1,4,1,1,1,5,1,2,4,5,4,1,2,5,5,1,2,4,1,1,4,1,2,1,2,1,4,1,1,1,1,1,1,1,4,4,4,2,1,1,2,2,4,1,2,2,2,1,4,4,4,1,1,1,4,1
14,"EDUARDO SEABRA","PTB","AP",1,1,4,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,4,2,1,1,2,2,1,2,2,2,4,2,2,1,2,2,1,1,1,4,2,1,2,2,2,2,4,2,2,2,4,4,4,4,4,1,1,1,1,4,4,2,1,2,1,1,2,1,1,2,2,1,1,4,4,2,1,1,4,4,4,4,4,4,1
48,"EDUARDO VALVERDE","PT","RO",1,1,1,2,1,4,1,1,4,2,1,2,2,2,2,4,1,2,1,1,1,1,4,2,4,1,2,2,1,2,4,1,3,2,4,2,2,4,1,4,1,4,4,4,2,4,2,2,4,2,2,4,4,2,2,1,2,5,3,4,5,1,1,2,1,2,1,1,2,1,4,2,2,1,1,2,2,2,1,4,4,4,1,4,1,4,2
301,"ELAINE COSTA","PTB","RJ",4,4,1,4,1,4,1,1,1,2,4,2,1,4,4,4,4,2,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,4,4,5,4,1,2,1,2,1,1,4,4,1,2,2,4,1,2,4,2,1,4,4,4,1,1,1,4,1
352,"ELIMAR MAXIMO DAMASCENO","PRONA","SP",4,4,4,4,4,4,1,1,1,1,2,2,1,1,4,2,2,1,1,1,1,1,4,1,1,4,5,4,5,4,4,1,1,1,1,4,4,4,2,4,2,4,1,2,5,5,1,2,4,4,1,4,4,2,1,2,1,1,1,1,1,4,1,1,1,2,1,1,2,1,4,2,4,1,1,2,2,2,1,4,4,4,1,4,4,4,4
495,"ELISEU PADILHA","PMDB","RS",4,4,4,4,4,4,2,1,4,2,2,2,1,1,1,4,2,4,1,4,1,4,4,1,1,4,4,4,5,4,4,1,4,1,1,1,4,4,2,4,5,4,1,4,5,5,4,5,4,1,1,4,4,2,1,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
232,"ELISEU RESENDE","PFL","MG",1,4,1,1,1,2,1,1,1,1,2,4,1,1,1,4,2,4,1,1,1,1,1,1,1,4,4,4,4,4,5,4,4,4,1,1,5,4,2,2,5,4,1,2,4,4,1,4,4,4,4,4,4,4,1,2,4,4,1,4,4,4,4,4,1,2,4,4,4,4,1,2,4,5,4,4,4,4,1,4,4,4,1,1,4,4,1
353,"ENEAS","PRONA","SP",1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,4,2,4,1,1,1,1,4,1,1,4,4,4,4,4,4,1,1,4,1,4,4,4,4,4,4,4,1,2,4,4,1,4,4,4,4,4,4,4,4,4,1,4,4,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
493,"ENIO BACCI","PDT","RS",1,1,1,4,1,1,1,4,4,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,4,2,2,1,1,4,4,1,2,4,4,2,1,4,1,1,4,1,1,2,2,4,4,4,4,1,4,1,4,1,2,4,4,1,1,4,1,1,1,4,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4
517,"ENIO TATICO","PL","GO",1,4,4,4,4,4,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,"ENIO TATICO","PTB","GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,2,5,4,4,4,2,2,4,1,1,4,2,4,4,2,4,4,4,4,4,4,4,2,5,4,2,4,4,4,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,1
132,"ENIVALDO RIBEIRO","PP","PB",1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,4,1,2,1,1,1,1,1,1,2,1,2,2,1,4,2,2,4,4,4,4,2,2,1,1,4,4,2,1,2,2,1,2,4,2,2,4,4,2,1,2,2,2,2,4,4,4,4,2,1,4,4,4,4,4,1,4,4,4,1,2,2,4,4,1,4,4,1,4,4,4,4
496,"ERICO RIBEIRO","PP","RS",1,1,4,2,1,1,1,1,1,2,1,2,1,4,1,4,2,2,1,4,1,4,1,1,1,2,2,2,4,4,2,2,4,2,1,4,4,2,2,1,4,4,4,4,4,1,1,4,4,2,4,4,4,4,1,2,2,1,1,1,4,1,1,4,1,2,1,1,4,1,1,4,4,1,1,4,2,2,1,1,4,4,1,1,1,4,1
95,"EUNICIO OLIVEIRA","PMDB","CE",1,1,1,2,1,1,1,1,1,2,1,2,1,2,4,4,4,2,1,4,4,1,1,1,1,4,2,2,1,2,4,1,4,4,2,2,2,2,1,4,1,4,2,1,2,2,2,4,4,2,2,4,4,4,3,3,4,4,2,4,5,1,1,2,1,4,4,4,4,4,1,4,2,1,1,4,4,2,1,1,4,4,1,1,3,4,1
611,"EVANDRO MILHOMEN","PCdoB","AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,4,2,2,4,2,2,2,4,1,4,4,4,4,2,2,4,4,4,4,4,4,2,5,1,2,4,4,1,1,4,4,4,1,2,1,1,2,1,4,2,2,1,1,2,4,4,1,1,4,4,4,4,4,4,2
611,"EVANDRO MILHOMEN","PSB","AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,4,1,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,"FABIO SOUTO","PFL","BA",1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,5,5,4,4,5,1,4,1,1,4,5,1,2,4,5,4,1,4,4,5,1,2,4,1,1,4,1,2,4,2,3,1,4,1,1,4,1,1,4,4,4,4,4,4,1,2,2,5,1,4,2,4,4,4,4,4,1,1,1,4,1
121,"FATIMA BEZERRA","PT","RN",1,1,4,1,4,4,1,1,1,2,1,2,2,4,2,1,1,4,1,1,1,1,1,4,2,1,2,4,4,4,4,1,4,2,2,4,4,4,1,1,1,4,2,4,2,4,2,4,4,2,4,4,4,2,5,1,4,2,5,4,5,1,1,4,1,4,1,1,2,1,1,2,2,1,1,4,4,4,4,1,4,4,1,1,4,4,4
191,"FELIX MENDONCA","PFL","BA",1,1,1,2,1,2,4,1,1,1,4,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,5,5,5,5,4,1,1,4,4,1,1,4,2,4,4,4,1,4,5,4,1,2,4,1,4,4,1,2,1,2,4,1,4,1,1,1,1,1,1,2,4,1,2,4,1,2,4,1,1,4,2,4,1,1,4,4,1,1,1,4,1
478,"FERNANDO CORUJA","PPS","SC",1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,4,2,1,1,2,1,2,1,1,2,2,1,4,1,1,2,2,1,2,4,2,1,4,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,4,4,1,4,2,4,1
194,"FERNANDO DE FABINHO","PFL","BA",1,1,1,2,1,2,1,1,1,3,5,4,2,1,1,2,2,4,1,1,1,4,1,4,1,1,5,4,4,5,5,4,4,4,1,4,4,1,2,4,2,4,1,4,5,4,1,4,4,4,1,4,4,4,1,2,4,1,1,4,4,4,4,1,4,4,4,4,4,4,1,2,2,5,1,4,2,2,4,1,4,4,4,4,1,4,4
233,"FERNANDO DINIZ","PMDB","MG",1,1,1,4,1,1,1,1,4,2,1,2,1,4,4,1,1,4,1,1,1,4,4,1,1,4,4,2,1,2,2,1,4,4,4,4,2,4,4,1,1,4,4,4,2,2,1,4,4,4,2,4,4,4,4,4,4,4,4,3,3,1,1,2,4,2,4,1,4,1,4,2,2,4,4,4,2,4,1,1,4,4,4,4,1,4,1
601,"FERNANDO ESTIMA","PPS","SP",1,1,1,2,1,2,4,4,4,4,2,2,1,1,2,4,2,4,1,1,1,1,1,1,1,1,2,2,2,1,4,4,1,2,1,2,4,4,2,2,1,4,4,1,2,2,1,4,4,2,1,4,4,4,1,2,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,"FERNANDO ESTIMA",NA,"SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
141,"FERNANDO FERRO","PT","PE",1,1,4,4,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,4,4,2,1,5,2,2,2,2,2,1,1,1,4,4,4,2,2,2,4,4,4,2,4,5,2,5,1,2,4,5,4,5,4,4,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,4,4,1,1,1,4,2
296,"FERNANDO GABEIRA","PV","RJ",1,1,1,2,1,1,1,1,4,4,4,2,2,1,1,4,2,4,4,4,4,4,4,4,4,4,2,2,3,1,2,1,1,2,1,2,4,4,4,4,1,4,1,1,4,2,1,2,4,2,1,5,1,2,1,2,1,4,1,4,1,1,1,1,1,2,1,1,4,1,4,2,2,1,1,4,4,2,1,1,4,4,4,1,2,4,4
528,"FERNANDO GONCALVES","PTB","RJ",1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,5,2,2,1,2,2,1,1,1,4,2,1,2,2,2,4,4,4,4,2,5,4,1,2,2,4,4,4,4,4,4,2,1,4,1,1,4,4,1,2,2,4,4,4,4,4,4,1,4,4,1,4,1,4,1
304,"FERNANDO LOPES","PMDB","RJ",1,1,1,2,1,2,1,1,1,2,1,2,1,4,4,1,4,1,1,1,1,1,1,4,1,2,4,5,2,5,1,4,5,2,1,1,2,1,2,2,1,4,1,4,2,2,1,2,4,4,1,4,1,2,4,2,1,1,4,1,1,1,1,1,4,4,4,4,4,4,1,2,4,1,1,2,2,4,1,1,4,4,2,1,2,4,1
274,"FEU ROSA","PP","ES",1,1,1,2,1,1,1,1,1,2,2,2,2,4,1,4,4,4,4,4,4,4,4,2,2,4,2,2,1,2,2,2,5,4,1,1,2,2,1,4,1,4,4,4,2,4,1,4,4,4,4,4,4,2,4,2,2,4,4,4,4,1,1,1,1,2,1,1,2,1,4,4,2,1,1,2,4,4,1,4,4,4,1,4,1,4,1
341,"FLEURY","PTB","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,4,1,1,2,1,2,1,1,2,1,1,2,2,1,1,4,4,2,1,1,4,4,1,1,1,4,4
519,"FRANCISCO APPIO","PP","RS",1,1,1,4,1,1,1,1,4,4,1,2,1,1,1,4,1,2,1,1,1,1,4,1,1,4,2,2,4,4,4,2,4,2,1,4,4,4,4,4,1,4,2,4,2,3,1,4,4,4,1,4,4,2,1,2,4,1,4,4,1,1,1,1,4,4,4,4,4,4,1,4,2,1,4,4,4,4,4,1,4,4,1,1,4,4,4
299,"FRANCISCO DORNELLES","PP","RJ",1,1,4,4,4,4,1,4,1,4,1,2,2,1,4,4,1,2,1,1,4,1,4,1,2,3,4,4,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,1,4,4,2,4,1,4,4,1,1,1,4,1
615,"FRANCISCO ESCORCIO","PMDB","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,4,4,4,4,4,4,1,4,2,1,2,4,4,2,4,2,2,4,4,2,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"FRANCISCO GARCIA","PP","AM",1,1,1,2,1,4,1,1,4,2,1,2,2,4,4,4,1,2,1,1,1,4,4,1,1,4,4,4,4,4,4,2,4,4,4,4,1,4,1,4,4,4,2,4,2,2,1,4,4,2,4,4,4,4,1,2,4,1,1,4,1,4,4,4,1,4,1,1,2,1,1,2,4,1,1,2,2,2,1,4,4,4,1,1,1,4,1
3,"FRANCISCO RODRIGUES","PFL","RR",1,1,1,1,1,4,4,4,4,4,4,2,1,1,4,1,1,2,4,1,1,1,1,1,1,1,4,5,4,4,4,1,4,4,2,1,5,4,4,4,2,4,4,2,5,5,1,2,4,2,4,4,4,2,1,2,4,1,1,1,1,1,1,4,1,2,1,1,2,4,1,2,2,1,1,2,2,4,1,1,4,4,1,4,1,4,4
497,"FRANCISCO TURRA","PP","RS",1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,4,2,1,1,2,1,4,2,2,2,1,4,4,1,4,1,1,1,4,4,2,1,4,1,2,1,2,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,4,4,4,4,4,1,4,4,4,1,1,4,1
612,"FRED KOHLER","PMDB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,5,2,1,5,2,4,4,4,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,"FRED KOHLER","PPS","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"GASTAO VIEIRA","PMDB","MA",1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,4,4,1,2,2,2,4,4,2,1,4,2,2,2,4,4,4,4,1,4,2,1,2,2,2,4,4,2,2,4,4,2,1,2,2,4,1,5,1,1,1,2,1,2,1,1,2,1,1,2,2,1,4,4,2,2,1,1,4,4,1,1,1,4,2
193,"GEDDEL VIEIRA LIMA","PMDB","BA",4,1,1,2,4,1,4,1,1,2,2,2,1,4,4,1,1,4,4,4,4,4,4,1,1,4,4,2,1,4,2,4,4,4,4,4,2,4,1,4,4,4,2,4,4,2,1,2,4,4,2,4,4,4,4,1,2,4,4,1,4,4,1,2,4,4,1,4,4,4,1,2,2,4,1,4,4,4,4,4,4,4,1,4,1,4,4
