"id","name","party","state","vote.100000295","vote.100000296","vote.100000297","vote.100000298","vote.100000299","vote.100000300","vote.100000301","vote.100000302","vote.100000303","vote.100000304","vote.100000305","vote.100000306","vote.100000307","vote.100000308","vote.100000309","vote.100000310","vote.100000311","vote.100000312","vote.100000313","vote.100000314","vote.100000315","vote.100000316","vote.100000317","vote.100000318","vote.100000319","vote.100000320","vote.100000321","vote.100000643","vote.100000644","vote.100000645","vote.100000646","vote.100000647","vote.100000648","vote.100000649","vote.100000650","vote.100000651","vote.100000652","vote.100000653","vote.100000654","vote.100000655","vote.100000656","vote.100000657","vote.100000658","vote.100000659","vote.100000660","vote.100000661","vote.100000662","vote.100000663","vote.100000664","vote.100000665","vote.100000666","vote.100000667","vote.100000668","vote.100000669","vote.100000670","vote.100000671","vote.100000672","vote.100000673","vote.100000674","vote.100000675","vote.100000676","vote.100000677","vote.100000678","vote.100000679","vote.100000680","vote.100000681","vote.100000682","vote.100000683","vote.100000685","vote.100000686","vote.100000687","vote.100000688","vote.100000689","vote.100000746","vote.100000764"
172,"BENEDITO DE FIGUEIREDO","PDT","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,1,1,3,NA,1,NA,2,2,NA,2,NA,2,1,1,2,1,NA,2,1,1,1,1,1,1,1,2,2,1,NA,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA
172,"BENEDITO DE FIGUEIREDO",NA,"SE",3,2,1,1,1,1,2,2,2,2,2,NA,1,2,NA,1,NA,1,1,1,1,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,"BENEDITO DOMINGOS","PP","DF",NA,NA,NA,NA,1,1,NA,2,2,2,NA,NA,NA,1,1,2,NA,1,1,1,1,2,2,NA,2,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,2,2,NA,1,NA,1,2,2,NA,1,NA,1,1,1,1,1,1,1,1,2,2,1,1,NA,2,NA,NA,2,1,1,NA,1,1,2,1,1
182,"BENITO GAMA","PFL","BA",NA,NA,NA,1,1,1,2,1,2,NA,2,2,1,1,NA,2,1,1,2,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,NA,NA,1,2,NA,2,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,2,2,2,2,1,NA,1,NA,NA,NA,NA
183,"BERALDO BOAVENTURA","PSDB","BA",2,2,1,1,1,1,2,2,2,NA,NA,NA,1,2,1,1,2,1,NA,NA,1,1,NA,2,1,2,3,1,NA,2,2,2,NA,3,2,NA,NA,NA,3,3,3,1,2,3,1,1,NA,1,1,1,1,1,1,1,3,1,1,2,2,1,2,1,1,2,2,2,2,2,NA,NA,2,1,2,NA,3
37,"BETH AZIZE","PDT","AM",3,NA,NA,NA,1,1,2,2,2,2,2,NA,1,2,1,1,1,1,1,1,1,1,NA,1,1,2,2,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,2,2,NA,NA,2,2,1,1,2,1,NA,2,1,1,1,NA,NA,1,1,2,2,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,2,NA,2,NA,NA
377,"BETO MANSUR","PPR","SP",1,2,1,NA,1,1,2,2,2,2,NA,NA,1,1,1,1,2,1,1,1,1,1,2,2,1,NA,1,NA,NA,2,2,2,2,1,2,NA,1,2,2,2,NA,1,NA,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,1,2,1,NA,2,2,2,NA,2,1,NA,NA,NA,NA,NA,1
522,"CAMILO MACHADO","PTB","MG",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA
380,"CARDOSO ALVES","PTB","SP",1,3,1,1,1,1,2,2,2,2,2,2,2,1,1,2,NA,2,2,1,1,1,2,1,1,NA,2,3,1,2,2,NA,2,1,NA,3,1,2,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,1,2,1,1,1,NA,2,1,1,NA,NA,2,1,2,2,1,NA,1,NA,1,1,3
287,"CARLOS ALBERTO CAMPISTA","PDT","RJ",2,NA,NA,1,1,1,2,2,2,2,NA,2,1,2,1,1,2,NA,1,1,1,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,1,2,1,2,1,1,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,1
484,"CARLOS AZAMBUJA","PPR","RS",NA,NA,NA,1,2,2,2,NA,2,2,2,2,2,NA,1,2,1,NA,1,2,2,NA,NA,1,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,2,NA,NA,2,2,1,2,NA,NA,NA,1,1
88,"CARLOS BENEVIDES","PMDB","CE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,2,NA,1,NA,1,1,1,1,1,1,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,1,1,1,1,NA,1,1,1,2,2,NA,NA,2,1,2,2,2,NA,NA,2,1,NA,2,1,NA
44,"CARLOS CAMURCA","PP","RO",2,NA,NA,1,1,1,2,2,2,2,2,2,NA,1,NA,NA,1,NA,1,1,1,NA,2,1,2,1,1,2,NA,2,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
18,"CARLOS KAYATH","PTB","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,1,NA,2,1,NA,2,1,NA,1,2,2,1,2,1,NA,1,2,1,NA,NA,NA,1,1,1,2,1,NA,1,2,2,1,1,NA,2,2,NA,2,2,2,2,1,NA,NA,1,NA
289,"CARLOS LUPI","PDT","RJ",2,2,1,1,1,1,2,2,2,NA,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,NA,2,1,NA,1,1,1,NA,NA,2,2,2,NA,2,2,2,1,1,2,1,3,2,1,1,1,1,3,1,1,2,2,1,2,1,NA,NA,1,NA,1,2,1,3,2,NA,2,NA,1
549,"CARLOS NELSON","PMDB","SP",NA,NA,NA,1,1,1,2,2,2,2,2,2,2,1,3,1,2,NA,1,1,1,1,2,1,2,1,1,2,NA,2,3,3,NA,NA,1,NA,NA,2,1,1,2,NA,NA,1,NA,NA,2,2,1,1,NA,1,NA,1,NA,1,NA,NA,2,2,1,1,NA,2,NA,NA,NA,2,1,NA,3,NA,NA,1,NA
433,"CARLOS ROBERTO MASSA","PTB","PR",2,NA,NA,NA,3,1,2,2,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,2,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
288,"CARLOS SANTANA","PT","RJ",2,2,1,NA,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,1,1,NA,1,NA,2,NA,2,2,2,3,2,2,2,2,1,2,1,NA,2,1,2,2,1,2,NA,NA,1,2,1,3
434,"CARLOS SCARPELINI","PP","PR",NA,NA,NA,1,1,1,2,2,2,2,2,NA,1,1,1,2,NA,NA,2,1,NA,NA,NA,1,2,1,1,1,NA,2,2,2,2,1,2,1,NA,2,2,1,NA,1,NA,NA,1,2,NA,1,NA,NA,NA,1,NA,1,1,1,1,1,1,2,NA,1,NA,NA,NA,NA,2,2,1,2,1,NA,NA,1,1
89,"CARLOS VIRGILIO","PPR","CE",NA,NA,NA,1,2,2,2,2,2,NA,NA,2,2,NA,1,2,NA,NA,NA,2,2,1,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,2,2,2,1,2,NA,NA,NA,NA,2,NA,NA
488,"CARRION JUNIOR","PDT","RS",NA,2,1,1,1,1,2,2,2,2,2,2,1,2,NA,1,2,NA,1,1,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
52,"CELIA MENDES","PPR","AC",1,2,NA,NA,2,2,2,1,2,NA,NA,2,2,1,1,2,1,NA,2,3,3,2,2,1,2,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,2,1,2,NA,2,NA,NA,NA,1,1,1,NA,1,1,1,2,1,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
485,"CELSO BERNARDI","PPR","RS",2,2,1,NA,2,2,2,2,2,2,2,NA,NA,1,1,2,1,2,2,2,NA,NA,NA,NA,2,NA,1,1,NA,1,1,NA,1,1,NA,1,1,2,NA,NA,NA,2,NA,2,1,2,NA,2,NA,1,NA,2,2,NA,1,3,NA,NA,2,2,NA,1,NA,2,2,2,2,NA,3,2,NA,NA,2,NA,1
68,"CESAR BANDEIRA","PFL","MA",2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,2,1,1,2,1,1,2,1,NA,1,1,2,NA,2,NA,1,1,1,1,1,NA,1,1,1,2,2,1,1,2,NA,2,2,2,1,NA,1,1,1,2,1,NA
585,"CESAR CALS NETO","PSD","CE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,NA,2,2,2,1,2,NA,1,2,2,2,1,NA,NA,NA,NA,3,1
460,"CESAR SOUZA","PFL","SC",2,2,NA,1,1,1,2,2,2,NA,NA,NA,NA,1,1,1,NA,NA,2,1,1,1,NA,1,NA,NA,NA,1,1,2,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,2,2,NA,1,NA,2,1,2,NA,NA,NA,NA,1,NA,NA,1,NA
574,"CHAFIC FARHAT","PFL","SP",2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,"CHAFIC FARHAT","PPR","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA
579,"CHICO AMARAL","PMDB","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,2,2,1,1,1,1,NA,1,1,1,1,1,2,2,1,1,2,1,1,2,2,NA,1,2,1,1,NA,NA,1
579,"CHICO AMARAL","PPR","SP",NA,NA,NA,1,1,1,2,2,2,2,2,2,1,1,1,1,NA,NA,1,1,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"CHICO VIGILANTE","PT","DF",2,2,NA,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,NA,1,1,1,2,1,1,2,2,1,NA,1,2,NA,2,1,2,NA,1,NA,NA,NA,NA,NA,2,1,1,1,2,1,NA,2,1,2,2,2,1,2,2,2,3,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
70,"CID CARVALHO","PMDB","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,1,1,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
70,"CID CARVALHO","PPR","MA",2,2,1,NA,1,1,2,2,2,NA,NA,2,1,1,NA,2,2,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,"CIDINHA CAMPOS","PDT","RJ",2,2,3,3,1,1,2,2,2,NA,NA,2,2,2,1,1,2,1,1,2,1,1,NA,2,1,2,1,1,NA,2,1,NA,2,1,1,NA,NA,2,2,2,NA,2,2,NA,1,1,2,NA,NA,NA,NA,1,1,1,1,1,NA,2,2,1,2,1,NA,2,1,NA,1,2,1,NA,NA,1,NA,NA,1
110,"CIRO NOGUEIRA","PFL","PI",2,2,1,1,1,1,2,2,2,2,2,2,1,1,NA,2,1,1,1,1,1,2,2,1,2,1,1,1,NA,2,NA,1,1,1,2,NA,1,2,1,1,NA,1,1,1,1,2,NA,2,NA,1,1,1,1,1,1,1,1,1,2,2,2,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
175,"CLEONANCIO FONSECA","PPR","SE",2,3,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,1,1,NA,3,NA,NA,NA,2,NA,NA,1,NA,1,1,NA,NA,2,NA,1,NA,1,1,1,NA,1,1,1,2,NA,1,NA,NA,2,NA,NA,2,NA,1,2,1,NA,NA,1,1
171,"CLETO FALCAO","PSD","AL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA
171,"CLETO FALCAO",NA,"AL",1,NA,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"CLOVIS ASSIS","PSDB","BA",1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,NA,1,1,1,1,1,NA,1,1,2,2,1,NA,2,1,1,1,1,2,NA,1,1,NA,NA,NA,1,2,1,NA,NA,NA,2,1,NA,NA,1,1,1,1,1,NA,2,2,1,2,1,2,1,2,2,2,2,NA,2,NA,1,2,1,1
67,"COSTA FERREIRA","PP","MA",NA,NA,NA,1,1,1,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,2,2,1,2,1,NA,NA,1,2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,2,2,NA,1,2,2,2,2,2,1,1,1,1,1,2,1,1
334,"CUNHA BUENO","PPR","SP",NA,NA,NA,1,1,1,2,NA,2,NA,NA,NA,NA,1,1,2,NA,2,2,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,1,1,NA,2,NA,1,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,1,NA
546,"CYRO GARCIA","PAN","RJ",2,3,3,3,2,2,2,2,2,NA,NA,2,1,2,2,1,1,3,3,2,2,3,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,"CYRO GARCIA","PSTU","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,2,1,NA,NA,2,2,NA,1,2,2,1,1,2,1,1,2,1,2,2,NA,NA,2,2,2,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"DANIEL SILVA","PFL","MA",2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,NA,NA,2,NA,2,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"DANIEL SILVA","PPR","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,2,2,NA,1,2,2,NA,NA,NA,NA,1,NA,1,1,2,NA,1
556,"DARCI COELHO","PFL","TO",NA,NA,NA,1,1,1,2,2,2,2,2,2,NA,1,1,NA,NA,1,NA,1,1,1,2,1,1,1,1,NA,1,2,1,2,1,1,1,1,1,NA,1,1,NA,1,1,1,1,2,NA,2,1,1,NA,1,NA,NA,1,1,1,1,NA,2,NA,1,2,1,2,2,2,2,1,NA,1,1,2,1,1
461,"DEJANDIR DALPASQUALE","PMDB","SC",2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,1,1,NA,NA,2,NA,3,1,1,1,1,NA,1,1,1,NA,2,1,1,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA
435,"DELCINO TAVARES","PP","PR",2,2,NA,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,NA,NA,1,2,2,1,2,1,2,NA,NA,2,1,2,NA,1,2,NA,1,NA,1,1,NA,1,1,NA,1,1,1,1,2,1,1,1,1,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,2,2,2,NA,1,NA,2
333,"DELFIM NETTO","PPR","SP",NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA
405,"DELIO BRAZ","PFL","GO",2,2,1,1,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,2,2,1,2,2,2,NA,2,1,1,NA,NA,NA,NA,NA,2,2,1,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,2,2,1,2,2,NA,NA,NA,NA,1,NA,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA
560,"DENI SCHWARTZ","PSDB","PR",NA,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,NA,1,2,NA,1,1,2,2,1,1,1,1,1,NA,1,1,1,1,2,1,2,1,NA,1,1,2,2,2,2,2,1,NA,NA,1,1
462,"DERCIO KNOP","PDT","SC",NA,NA,NA,NA,1,1,2,2,2,2,2,NA,NA,2,1,1,2,1,1,1,1,2,NA,2,1,2,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,3,1,2,1,1,NA,1,NA,2,1,1,NA,NA,2,1,NA,NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
59,"DERVAL DE PAIVA","PMDB","TO",2,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,1,1,1,1,1,1,1,2,2,1,1,NA,1,2,2,NA,NA,NA,NA,1,1,2,NA,NA
338,"DIOGO NOMURA","PL","SP",2,NA,1,1,1,NA,NA,NA,2,2,2,2,1,1,NA,2,1,NA,1,1,1,1,2,1,1,1,1,1,1,2,1,NA,2,1,2,NA,1,NA,1,2,2,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,2,1,1,NA,1,2,2,1,2,1,NA,1,NA,2,1,1
173,"DJENAL GONCALVES","PSDB","SE",NA,NA,NA,1,1,2,2,2,2,2,2,2,NA,1,NA,2,NA,3,1,1,1,1,2,1,1,1,1,1,NA,2,1,NA,1,NA,NA,NA,1,2,NA,1,NA,2,1,2,1,2,NA,2,NA,1,NA,2,1,1,1,1,1,1,2,2,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,2,NA,NA
19,"DOMINGOS JUVENIL","PMDB","PA",2,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,2,2,1,NA,2,1,1,2,1,1,2,NA,1,1,1,1,NA,2,1,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,2,2,2,1,NA,NA,1,NA,2,NA,NA
486,"EDEN PEDROSO","PT","RS",2,2,1,1,1,1,2,2,2,NA,NA,NA,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,2,2,NA,2,1,2,1,NA,2,1,2,3,1,2,NA,1,NA,1,NA,2
528,"EDESIO FRIAS","PDT","RJ",3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,1,NA,NA,NA,2,1,2,1,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA,2,3,2,1,NA,NA,NA,NA,2,NA,1,1,NA,1,1,1,NA,NA,NA,NA,1,NA,2,1,NA,1,2,NA,NA,NA,NA,2,NA,NA
436,"EDESIO PASSOS","PT","PR",2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,NA,1,1,1,1,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,NA,NA,NA,1,2,1,NA,NA,NA,1,NA,2,1,NA,NA,NA,1,2,2,2,2,NA,NA,1,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA
437,"EDI SILIPRANDI","PSD","PR",2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,3,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,2,2,2,3,1,2,2,3,3,NA,3,NA,NA,NA,2,2,2,NA,2,NA,NA,NA,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
582,"EDINHO FERRAMENTA","PT","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,2,NA,2,NA,1,2,1,1,1,2,1,NA,NA,NA,2,2,NA,1,2,2,2,NA,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,"EDISON ANDRINO","PMDB","SC",NA,2,1,1,1,1,2,2,2,2,2,NA,NA,1,1,1,2,1,1,1,1,1,NA,1,NA,2,1,2,1,1,1,1,NA,NA,2,NA,NA,NA,NA,2,NA,1,1,1,1,NA,NA,2,NA,1,2,1,NA,NA,1,1,1,2,2,2,1,1,NA,1,2,2,2,2,NA,NA,1,NA,2,1,NA
45,"EDISON FIDELIS","PP","RO",NA,NA,NA,NA,1,1,2,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,1,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,"EDMAR MOREIRA","PP","MG",2,2,1,1,1,1,2,2,2,2,2,2,1,1,NA,2,1,1,NA,1,1,1,NA,1,1,1,1,2,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,2,2,NA,NA,NA,NA,2,2,2,2,1,NA,1,NA,NA,NA,1
60,"EDMUNDO GALDINO","PSDB","TO",2,3,1,1,1,1,2,2,2,2,2,2,1,2,1,1,NA,1,1,1,1,1,NA,1,1,2,1,1,2,NA,NA,NA,2,1,2,NA,NA,2,2,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,2,2,2,2,1,NA,2,2,2,2,2,NA,NA,NA,1,2,1,NA
