"id","name","party","state","vote.100000295","vote.100000296","vote.100000297","vote.100000298","vote.100000299","vote.100000300","vote.100000301","vote.100000302","vote.100000303","vote.100000304","vote.100000305","vote.100000306","vote.100000307","vote.100000308","vote.100000309","vote.100000310","vote.100000311","vote.100000312","vote.100000313","vote.100000314","vote.100000315","vote.100000316","vote.100000317","vote.100000318","vote.100000319","vote.100000320","vote.100000321","vote.100000643","vote.100000644","vote.100000645","vote.100000646","vote.100000647","vote.100000648","vote.100000649","vote.100000650","vote.100000651","vote.100000652","vote.100000653","vote.100000654","vote.100000655","vote.100000656","vote.100000657","vote.100000658","vote.100000659","vote.100000660","vote.100000661","vote.100000662","vote.100000663","vote.100000664","vote.100000665","vote.100000666","vote.100000667","vote.100000668","vote.100000669","vote.100000670","vote.100000671","vote.100000672","vote.100000673","vote.100000674","vote.100000675","vote.100000676","vote.100000677","vote.100000678","vote.100000679","vote.100000680","vote.100000681","vote.100000682","vote.100000683","vote.100000685","vote.100000686","vote.100000687","vote.100000688","vote.100000689","vote.100000746","vote.100000764"
21,"GIOVANNI QUEIROZ","PDT","PA",3,2,1,NA,1,1,2,2,2,2,2,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,1,1,1,1,1,NA,2,2,NA,2,NA,NA,2,NA,1,1,2,1,NA,1,1,1,1,NA,1,1,1,2,2,1,2,NA,NA,2,1,NA,1,2,1,NA,2,NA,2,NA,1
100,"GONZAGA MOTA","PMDB","CE",2,NA,1,1,1,1,2,2,2,2,2,2,1,2,1,1,NA,NA,1,NA,1,1,2,1,1,2,1,NA,1,1,1,2,2,1,1,NA,1,NA,1,2,2,NA,1,NA,1,NA,NA,2,1,1,1,1,1,1,3,1,1,1,2,2,2,1,NA,2,2,2,NA,NA,NA,NA,1,NA,2,1,1
142,"GUSTAVO KRAUSE","PFL","PE",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,1,1,1,2,2,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
512,"HAGAHUS ARAUJO","PMDB","TO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,2,2,1,1,NA,1,2,2,2,1,NA,NA,NA,NA,NA,1,1
512,"HAGAHUS ARAUJO","PPR","TO",2,2,1,1,1,1,2,NA,2,2,2,NA,NA,1,NA,2,NA,NA,NA,1,1,1,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,"HALEY MARGON","PMDB","GO",NA,NA,NA,1,1,1,2,2,2,2,2,2,1,1,1,2,NA,1,1,1,1,NA,2,1,1,1,NA,2,1,1,2,2,2,NA,1,1,1,2,NA,2,2,NA,1,1,NA,NA,2,2,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,NA,1,2,2,2,NA,NA,2,1,NA,NA,1,NA
190,"HAROLDO LIMA","PCdoB","BA",2,1,1,NA,1,1,2,2,NA,NA,NA,NA,1,2,1,1,NA,1,1,1,1,NA,2,1,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,2,NA,1,1,2,1,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,2,2,1,2,NA,2,1,2,1,2
75,"HAROLDO SABOIA","PT","MA",2,2,1,NA,1,1,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,2,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2,1,1,1,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,3,3,1,NA,1,2,NA,NA,1,NA
350,"HEITOR FRANCO","PPR","SP",2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,2,1,NA,1,1,2,1,1,2,1,NA,1,1,2,NA,1,2,1,1,2,1,2,NA,2,NA,1,NA,2,2,NA,1,2,NA,NA,NA,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1
352,"HELIO BICUDO","PT","SP",NA,NA,NA,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,NA,1,2,2,2,1,2,NA,1,2,2,2,NA,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,1,2,1,2
351,"HELIO ROSAS","PMDB","SP",2,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,1,1,1,2,NA,2,1,1,1,2,NA,1,1,1,2,1,1,2,2,2,1,3,NA,1,2,1,NA,NA,NA,NA,1,1,1,NA,2,1,1,1,1,NA,1,1,1,1,NA,2,NA,2,1,NA,NA,2,1,2,2,1,1,1,NA,NA,1,1
566,"HELVECIO CASTELLO","PT","ES",2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,2,2,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,NA,2,1,1,2,NA,1
121,"HENRIQUE EDUARDO ALVES","PMDB","RN",2,NA,NA,1,1,1,2,2,2,2,2,2,1,1,NA,1,2,NA,1,1,1,1,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,2,2,NA,1,1,1,NA,1,1,1,1,1,2,2,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,2,NA,NA
22,"HERMINIO CALVINHO","PMDB","PA",2,2,NA,1,1,1,1,2,2,2,NA,2,NA,NA,2,1,2,NA,1,1,1,2,NA,1,1,2,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,1,1,NA,2,1,NA,NA,1,NA,NA,1,NA,1,1,2,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
547,"HILARIO BRAUN","PMDB","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,1,1,1,NA,2,NA,2,1,1,NA,1,2,2,NA,1,NA,1,1,1,1,NA,NA,NA,NA,2,2,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
547,"HILARIO BRAUN","PPR","RS",2,2,1,1,1,1,2,2,2,2,2,2,1,NA,1,2,NA,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"HILARIO COIMBRA","PTB","PA",2,2,1,1,2,2,2,2,2,2,2,2,1,NA,1,2,NA,2,2,2,NA,NA,2,1,NA,1,1,NA,1,2,1,NA,2,1,NA,NA,1,2,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,1,2,1,1,2,2,2,1,NA,NA,2,1,2,2,1,NA,1,NA,2,1,NA
464,"HUGO BIEHL","PPR","SC",NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,3,2,2,2,2,NA,1,2,NA,1,1,1,2,2,2,2,1,1,2,1,2,NA,NA,NA,2,1,2,1,2,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,NA,2,1,2,2,NA,2,NA,1
233,"HUMBERTO SOUTO","PFL","MG",NA,NA,NA,1,1,1,2,2,2,2,2,2,1,1,1,1,1,NA,2,1,1,1,2,1,NA,1,1,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2,NA,2,1,1,1,1,1,1,1,1,1,NA,2,1,2,NA,2,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1
122,"IBERE FERREIRA","PFL","RN",1,NA,NA,1,1,1,2,2,2,2,2,2,1,1,NA,2,1,NA,2,1,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,NA,NA,2,1,NA,NA,2,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA
234,"IBRAHIM ABI ACKEL","PPR","MG",2,2,1,1,2,2,2,2,2,NA,NA,NA,NA,1,1,2,1,1,2,2,2,1,2,NA,NA,2,NA,1,1,2,NA,NA,2,1,NA,NA,NA,2,1,NA,2,NA,1,NA,1,2,NA,2,NA,1,NA,1,1,3,NA,1,1,1,2,2,1,1,2,NA,NA,NA,1,2,1,2,1,NA,2,1,NA
490,"IBSEN PINHEIRO","PMDB","RS",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,1,1,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"INOCENCIO OLIVEIRA","PFL","PE",2,2,1,NA,1,1,2,2,2,2,2,2,NA,1,1,2,NA,1,1,1,1,1,NA,1,1,1,1,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,NA,3,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,3,3,3,3
235,"IRANI BARBOSA","PSD","MG",NA,NA,NA,1,2,2,NA,2,NA,2,NA,NA,NA,1,1,NA,NA,2,NA,NA,2,1,2,NA,1,NA,3,NA,1,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3
353,"IRMA PASSONI","PT","SP",2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,NA,1,1,1,1,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,2,1,NA,2,1,2,2,1,2,NA,2,NA,2,NA,2
236,"ISRAEL PINHEIRO","PTB","MG",2,NA,NA,1,1,1,2,2,2,2,2,2,1,1,NA,2,1,NA,2,1,1,1,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA
576,"ITSUO TAKAYAMA","PSD","MT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,3,NA,1,NA,NA,1,NA,NA,1,1,NA,2,NA,2,1,2,1,1,1,NA,1,1,1,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,1,1,NA,1,2,1,1
576,"ITSUO TAKAYAMA","PTN","MT",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"IVAN BURITY","PFL","PB",2,2,NA,1,1,1,2,2,2,2,2,2,1,1,NA,NA,NA,NA,1,NA,1,1,2,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,1,NA,NA
133,"IVANDRO CUNHA LIMA","PMDB","PB",2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,NA,2,1,NA,1,1,2,2,1,2,1,1,2,1,2,1,1,NA,1,NA,1,1,2,1,1,2,NA,1,2,1,NA,NA,2,1,1,1,1,1,1,1,1,1,1,2,2,1,NA,NA,1,NA,NA,2,2,NA,2,1,NA,NA,1,1
442,"IVANIO GUERRA","PFL","PR",2,NA,NA,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,NA,1,2,1,1,2,1,1,1,1,2,NA,2,NA,1,1,1,1,1,1,1,1,1,2,2,2,1,NA,NA,2,2,NA,2,1,1,1,2,1,1,1
491,"IVO MAINARDI","PMDB","RS",2,NA,1,1,1,1,2,2,2,NA,2,2,1,1,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,NA,1,NA,2,NA,2,1,NA,NA,NA,NA,1,2,NA,1,NA,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,NA,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,2,1,1
191,"JABES RIBEIRO","PSDB","BA",2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,NA,1,2,2,2,NA,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,NA,NA,1,2,2,2,NA,2,1,1,2,NA,1
95,"JACKSON PEREIRA","PSDB","CE",2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,NA,2,1,1,2,1,NA,1,1,1,1,NA,1,NA,NA,NA,2,1,2,1,1,2,1,NA,NA,NA,1,1,1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,2,1,NA,1,NA,NA,1,1
296,"JAIR BOLSONARO","PPR","RJ",2,2,1,1,1,1,2,2,2,2,2,2,3,1,1,2,1,3,1,1,1,1,2,1,1,1,1,2,1,3,2,NA,2,1,2,NA,NA,2,3,2,NA,1,1,3,1,2,3,NA,1,2,1,1,1,1,3,1,1,2,2,1,1,1,2,2,2,2,2,3,1,2,1,1,2,1,1
192,"JAIRO AZI","PFL","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,2,2,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,"JAIRO AZI","PSD","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,NA,NA,NA,1,NA
519,"JAIRO CARNEIRO","PFL","BA",NA,NA,NA,1,2,NA,NA,2,2,2,2,NA,1,1,1,2,1,NA,2,2,NA,2,2,1,2,NA,1,2,1,2,1,1,1,1,2,1,NA,2,1,1,2,1,1,2,1,2,NA,2,NA,NA,1,2,1,NA,NA,2,3,1,2,2,2,NA,2,2,2,2,2,2,NA,1,1,NA,1,1,1
297,"JAMIL HADDAD","PSB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,NA,1,2,1,2
298,"JANDIRA FEGHALI","PCdoB","RJ",2,2,1,NA,1,1,2,2,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,NA,NA,NA,NA,3,NA,NA,2,2,1,NA,1,NA,NA,1,NA,2,1,2,NA,2,1,2,NA,3
193,"JAQUES WAGNER","PT","BA",2,2,1,1,1,1,2,2,NA,2,NA,NA,1,2,2,1,1,1,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,1,2,NA,1,1,2,NA,NA,2,1,2,NA,NA,1,2,NA,2,2,1,2,NA,1,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,2
465,"JARVIS GAIDZINSKI","PPR","SC",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,2,2,2,2,NA,NA,NA,NA,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,NA,1,NA,1,NA,1
76,"JAYME SANTANA","PSDB","MA",2,2,NA,1,1,1,2,2,2,2,2,2,1,1,1,1,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,NA,NA,NA,1,NA,NA,NA,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,1,NA,1,1,1,1,NA,2,1,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
174,"JERONIMO REIS","PMN","SE",1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,1,2,2,2,2,2,2,1,1,NA,1,2,1,NA,1,NA,2,NA,1,NA,1,1,NA,1,NA,1,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,1,NA,NA,1
111,"JESUS TAJRA","PFL","PI",2,2,1,1,1,3,2,2,2,2,2,2,2,1,1,2,1,3,2,1,1,2,2,1,NA,1,NA,2,NA,2,NA,3,1,1,3,NA,1,2,1,NA,NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,1
194,"JOAO ALMEIDA","PMDB","BA",2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,3,2,2,1,1,1,2,1,1,2,NA,2,1,2,NA,1,2,3,1,2,1,NA,1,1,1,2,2,1,1,1,NA,NA,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,NA,2,NA,1,NA,1,1
195,"JOAO ALVES","PFL","BA",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,"JOAO ALVES","PPR","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1
196,"JOAO CARLOS BACELAR","PSC","BA",2,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,1,NA
492,"JOAO DE DEUS ANTUNES","PPR","RS",2,2,1,1,1,1,1,2,2,NA,NA,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,NA,NA,1,1,NA,1,NA,1,2,NA,2,2,2,1,NA,NA,2,NA,2,NA,1,1,NA,NA,2,1,1,2,NA,NA,1,NA,2,2,NA,2,2,1,NA,NA,NA,2,1,1
5,"JOAO FAGUNDES","PMDB","RR",1,2,1,1,1,1,2,2,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,2,NA,1,1,1,NA,1,1,2,2,3,2,NA,1,NA,1,NA,3,NA,1,NA,1,NA,NA,2,1,NA,NA,1,1,1,1,1,1,1,2,2,NA,1,NA,2,2,2,2,1,NA,NA,NA,NA,2,1,3
123,"JOAO FAUSTINO","PSDB","RN",NA,NA,NA,1,1,1,2,2,2,2,2,NA,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,2,1,1,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,NA,1,1,NA,2,2,2,2,1,NA,1,2,2,2,2,NA,NA,1,1,NA,NA,3
112,"JOAO HENRIQUE","PMDB","PI",2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,NA,NA,NA,1,2,2,1,1,1,NA,NA,1,1,2,2,1,1,1,1,NA,1,2,2,NA,1,1,1,1,2,2,1,1,1,1,NA,1,1,1,1,1,NA,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1
54,"JOAO MAIA","PP","AC",2,2,NA,1,1,1,2,2,2,2,2,2,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,1,2,1,1,NA,1,NA,1,1,1,2,NA,1,NA,NA,NA,1,1,1,1,1,1,2,2,2,1,2,NA,NA,NA,2,NA,NA,NA,1,NA,2,1,NA
354,"JOAO MELLAO NETO","PL","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,3,NA,NA,NA,NA,1
299,"JOAO MENDES","PTB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,2,1,NA,NA,1,1
407,"JOAO NATAL","PMDB","GO",2,2,NA,1,1,1,2,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,1,1,1,2,NA,1,2,NA,NA,2,1,1,1,NA,1,1,NA,1,1,1,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA
238,"JOAO PAULO","PT","MG",2,2,1,1,1,1,1,2,2,2,NA,2,1,2,2,1,NA,NA,1,1,1,1,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,1,1,1,2,2,1,1,1,2,2,2,1,3,2,2,NA,1,2,1,1,2,1,2,NA,1,NA,NA,NA,1,2,1,NA
77,"JOAO RODOLFO","PPR","MA",2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,NA,1,2,NA,2,2,2,1,2,1,1,1,1,2,2,2,2,1,NA,1,1,1,1,1,1,NA,1,1,1,2,NA,NA,NA,3,NA,2,2,2,1,2,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,1,NA,2,1,NA
389,"JOAO TEIXEIRA","PL","MT",NA,NA,NA,NA,1,2,2,2,2,2,NA,2,2,2,NA,1,1,2,2,1,1,NA,NA,1,2,2,1,1,1,2,1,2,1,1,1,NA,1,2,1,2,NA,NA,NA,NA,NA,2,1,1,3,NA,1,1,1,NA,1,1,1,NA,2,2,2,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,NA,1
564,"JOAO THOME","PMDB","AM",2,2,1,NA,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,NA,1,1,2,2,2,1,3,1,1,2,2,NA,NA,1,1,NA,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,NA,NA,1,1,2,1,NA
55,"JOAO TOTA","PPR","AC",2,NA,NA,1,1,1,1,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,NA,1,2,2,NA,2,1,NA,NA,3,NA,NA,1,NA,3,NA,NA,1,NA,NA,2,3,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
530,"JOAQUIM SUCENA","PTB","MT",2,2,1,NA,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,"JOFRAN FREJAT","PP","DF",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,2,2,2,2,1,2,1,1,NA,1,2,1,NA,1,2,NA,1,1,NA,2,1,NA,1,NA,NA,1,2,NA,1,NA,NA,NA,2,2,2,1,2,2,2,2,2,NA,1,NA,NA,2,1,NA,NA,1,NA,1,1,2,1,1
390,"JONAS PINHEIRO","PFL","MT",1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,NA,2,NA,1,1,NA,1,1,2,1,1,1,1,1,2,2,2,1,NA,1,2,2,NA,2,1,1,1,NA,2,1,1
