"id","name","party","state","vote.2026","vote.2027","vote.2028","vote.2029","vote.2030","vote.2031","vote.2032","vote.2033","vote.2034","vote.2035","vote.2036","vote.2037","vote.2038","vote.2039","vote.2065","vote.2161","vote.2162","vote.2164","vote.2165","vote.2166","vote.2167","vote.2168","vote.2169","vote.2170","vote.2171","vote.2172","vote.2173","vote.2174","vote.2176","vote.2177","vote.2178","vote.2179","vote.2181","vote.2182","vote.2183","vote.2184","vote.2185","vote.2186","vote.2187","vote.2188","vote.2189","vote.2190","vote.2191","vote.2192","vote.2193","vote.2194","vote.2195","vote.2196","vote.2197","vote.2198","vote.2199","vote.2201","vote.2202","vote.2203","vote.2204","vote.2205","vote.2206","vote.2207","vote.2208","vote.2209","vote.2248","vote.2249","vote.2250","vote.2251","vote.2252","vote.2263","vote.2264","vote.2265","vote.2266","vote.2267","vote.2268","vote.2270","vote.2271","vote.2272","vote.2273","vote.2274","vote.2275","vote.2276","vote.2277","vote.2278","vote.2280","vote.2282","vote.2283","vote.2284","vote.2285","vote.2286","vote.2287","vote.2288","vote.2289","vote.2290","vote.2291","vote.2293","vote.2294","vote.2295","vote.2296","vote.2297","vote.2298","vote.2299","vote.2301"
220,"ATHOS AVELINO","PPS","MG",1,1,2,1,4,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,3,1,2,2,4,2,4,4,2,2,4,4,2,2,2,1,2,1,1,4,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,2,1,2,2,1,2,2,2,2,1,1,2,1,4,2
38,"ATILA LINS","PPS","AM",1,1,4,4,4,4,1,4,2,4,2,2,2,1,1,2,1,1,2,2,1,2,2,4,2,4,2,1,1,2,1,2,1,4,1,1,1,1,1,4,1,1,1,4,4,4,4,4,4,4,4,2,2,4,2,4,1,4,1,4,2,1,1,1,1,2,2,5,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,1,4,4,4,4,1,2,2,4,4,4,4,4,4,4,4
109,"ATILA LIRA","PSDB","PI",4,2,1,5,4,5,5,5,5,5,5,5,5,1,5,2,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,1,2,1,1,1,1,1,1,1,5,5,4,2,2,1,5,1,2,5,5,5,5,5,5,1,1,1,4,4,4,4,5,5,5,4,2,2,5,2,5,5,5,5,5,4,5,5,4,5,2,4,4,4,4,4,5,5,4,4,1,2,1,2,2,2
489,"AUGUSTO NARDES","PP","RS",4,1,2,4,2,2,4,1,2,4,2,4,1,1,1,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,2,2,2,1,4,4,1,4,1,2,4,2,2,4,4,2,2,2,2,3,3,1,2,1,1,4,1,1,1,1,4,4,5,4,2,2,2,4,2,5,2,5,3,5,5,2,2,4,1,2,1,2,4,3,2,2,2,3,1,1,4,1,4,1
111,"B  SA","PPS","PI",1,1,2,5,2,2,1,1,2,1,2,2,2,1,4,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,4,2,2,2,2,2,2,2,1,2,2,1,2,1,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,5,4,2,4,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,4,4,2
21,"BABA",NA,"PA",2,2,2,4,4,2,1,1,2,1,4,2,1,3,4,1,1,1,2,4,4,4,4,2,2,4,4,4,4,4,2,4,2,4,1,2,2,4,3,4,1,2,3,4,2,4,2,1,1,2,2,1,1,1,4,4,1,4,3,1,4,1,1,1,1,5,4,4,5,4,4,4,2,2,2,2,4,2,4,4,2,4,4,4,4,1,1,2,2,4,4,4,4,3,1,2,1,4,2
416,"BARBOSA NETO","PSB","GO",4,4,4,4,4,2,1,4,2,1,4,4,4,2,4,2,4,1,2,2,1,2,4,2,4,2,2,4,4,4,4,4,1,1,4,1,1,4,4,4,1,2,1,1,4,4,4,4,4,2,4,2,2,2,5,5,4,4,1,1,4,1,1,4,4,2,2,2,4,4,2,4,4,4,2,4,4,2,4,2,4,2,4,4,4,1,2,4,1,4,4,2,4,4,4,4,4,3,2
162,"BENEDITO DE LIRA","PP","AL",1,1,2,4,2,4,1,1,2,1,2,4,4,2,4,2,4,4,5,5,4,5,4,5,5,4,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,4,4,4,4,4,4,4,4,4,2,2,2,4,1,2,2,1,4,1,1,1,2,2,4,4,4,2,2,2,2,2,2,2,4,4,4,5,2,2,2,1,2,1,2,2,1,2,2,4,4,1,1,1,1,4,2
128,"BENJAMIN MARANHAO","PMDB","PB",1,1,2,4,2,2,1,1,2,1,4,2,2,2,1,4,4,1,2,2,1,4,2,2,2,2,2,1,4,2,4,2,1,1,4,4,1,1,1,4,4,4,1,1,2,4,2,2,2,2,4,2,4,4,4,2,1,2,1,1,4,4,1,1,1,2,4,4,2,4,4,4,4,4,4,4,4,5,4,4,2,4,2,1,4,1,4,4,1,4,4,1,4,1,2,1,4,2,2
291,"BERNARDO ARISTON","PMDB","RJ",1,1,2,4,2,2,1,1,2,1,2,4,4,2,1,2,1,1,4,4,4,4,5,5,2,4,2,1,2,2,4,4,4,1,1,2,2,1,1,4,1,2,1,1,2,4,2,1,1,4,4,1,2,2,5,2,1,4,1,1,2,1,1,1,1,2,2,5,4,2,2,4,4,4,4,4,4,5,4,4,2,4,2,4,4,4,4,4,4,2,4,5,5,1,2,2,1,2,2
120,"BETINHO ROSADO","PFL","RN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,5,4,4,2,5,5,4,4,2,5,4,4,4,4,4,4,4,4,4
490,"BETO ALBUQUERQUE","PSB","RS",1,1,2,4,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,4,4,4,4,4,2,2,4,4,4,2,2,2,2,2,4,2,2,2,2,2,2,1,2,1,4,2,1,2,2,2,2,1,1,2,4,4,2
88,"BISMARCK MAIA","PSDB","CE",4,5,1,4,4,4,5,5,5,5,5,1,4,1,4,5,5,4,4,5,4,5,4,4,4,4,5,5,4,5,4,5,2,1,1,2,1,1,1,4,1,1,1,5,5,4,5,1,1,4,4,1,4,5,4,5,5,5,4,1,1,1,1,1,1,4,4,5,1,4,4,4,4,5,4,4,4,5,4,5,5,4,5,2,4,5,5,4,2,5,4,4,4,4,4,1,2,2,2
289,"BISPO RODRIGUES","PL","RJ",4,1,2,1,2,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,"BISPO WANDERVAL","PL","SP",4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,"BONIFACIO DE ANDRADA","PSDB","MG",5,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,1,5,1,1,4,4,4,4,4,4,1,1,4,1,1,4,1,3,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,4
172,"BOSCO COSTA","PSDB","SE",5,1,1,4,4,4,4,5,5,1,5,4,4,1,1,1,5,4,5,4,4,4,4,5,5,5,4,5,4,4,4,4,2,1,1,1,1,1,1,4,1,1,1,5,5,4,4,4,4,5,2,4,4,1,5,5,5,4,2,1,4,1,1,1,2,5,4,5,1,4,4,4,2,4,4,4,4,4,4,5,4,4,5,2,4,5,5,5,2,4,5,4,4,1,2,1,2,4,2
224,"CABO JULIO","PSC","MG",1,1,2,4,4,2,1,1,2,1,2,4,4,2,1,2,1,1,2,4,4,4,4,4,2,4,4,1,1,4,1,2,4,4,4,4,4,4,4,4,4,4,1,1,2,4,2,1,4,4,2,1,4,4,2,2,1,2,2,1,2,1,1,2,1,2,4,4,2,2,4,4,4,4,2,2,2,2,4,5,2,4,2,1,2,1,2,2,1,2,2,2,4,4,4,4,4,4,4
476,"CARLITO MERSS","PT","SC",1,1,2,5,4,4,4,4,4,4,2,2,2,2,1,2,1,1,2,2,1,4,2,2,2,2,4,1,1,2,1,2,4,1,1,1,1,1,1,4,1,1,4,4,2,4,2,2,2,2,4,2,2,2,2,2,1,2,2,4,2,1,4,1,1,2,2,2,4,2,2,4,2,2,2,2,2,2,4,2,4,2,2,1,2,1,2,2,1,2,2,2,4,1,1,1,1,5,4
399,"CARLOS ABICALIL","PT","MT",1,1,2,4,2,4,1,4,2,1,2,2,2,2,1,2,1,1,2,2,1,2,4,2,2,2,2,1,1,4,1,2,1,4,1,1,1,1,1,4,1,1,1,1,2,4,2,2,2,2,4,2,2,2,2,2,1,2,4,1,2,1,1,1,1,2,2,2,2,4,2,2,4,2,2,4,4,2,4,2,2,2,2,4,2,1,2,2,1,2,2,2,4,1,1,1,1,5,2
415,"CARLOS ALBERTO LEREIA","PSDB","GO",4,4,4,4,4,4,4,5,5,4,4,4,4,1,5,4,5,4,4,5,5,5,4,4,5,5,5,5,4,5,5,5,2,1,4,2,4,1,1,1,1,2,4,4,4,4,4,1,1,4,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,2
120,"CARLOS ALBERTO ROSADO","PFL","RN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,4,4,1,1,1,4,1,1,4,5,5,5,4,2,1,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"CARLOS DUNGA","PTB","PB",1,1,2,4,4,2,1,4,2,1,4,2,2,2,1,4,1,1,2,2,4,2,2,2,2,2,2,1,1,2,1,2,4,1,1,1,1,1,1,2,1,1,4,1,2,4,2,2,2,2,2,2,4,4,4,2,1,2,2,1,2,1,1,1,4,2,2,4,4,2,2,2,2,2,2,2,2,4,4,5,2,4,2,1,2,1,2,2,1,2,2,2,5,1,1,1,1,2,1
152,"CARLOS EDUARDO CADOCA","PMDB","PE",4,1,1,4,2,2,1,4,2,3,4,2,2,1,4,4,4,4,2,2,1,4,4,2,2,4,4,1,2,2,4,2,1,4,1,2,4,1,1,2,1,2,1,5,4,4,4,1,1,4,1,4,4,4,4,5,1,5,1,4,2,1,1,1,1,2,5,5,1,4,4,4,4,4,5,5,4,5,4,4,5,4,5,2,2,1,2,4,2,4,4,1,5,1,2,2,1,4,1
226,"CARLOS MELLES","PFL","MG",4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,4,4,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,2,4,4,5,5,2,5,4,4,4,4,4,4,4,4,4
521,"CARLOS MOTA","PL","MG",1,4,2,4,4,2,1,1,2,1,4,4,2,2,4,2,1,1,2,2,1,2,2,2,2,2,2,1,3,2,1,2,4,4,1,1,1,4,4,2,1,1,1,4,2,4,2,2,1,2,2,2,4,4,5,2,1,4,2,1,2,4,1,1,1,4,4,5,2,4,2,2,2,2,2,2,4,4,4,3,2,2,2,4,2,4,2,2,1,4,4,5,4,1,1,2,1,4,1
532,"CARLOS NADER","PFL","RJ",5,5,5,4,5,5,5,5,5,5,5,1,5,1,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,2,1,1,2,2,1,1,1,1,4,1,5,5,4,5,1,1,5,5,1,5,5,5,5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,"CARLOS NADER","PL","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,4,5,5,2,2,2,2,2,2,2,2,5,4,5,2,2,2,1,2,1,2,2,1,2,2,5,5,1,1,1,1,5,2
289,"CARLOS RODRIGUES","PL","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,4,2,4,4,4,1,4,4,4,4,1,1,1,1,2,4,2,2,2,2,4,2,4,2,4,2,1,4,4,1,2,1,4,1,1,2,4,4,5,4,2,2,4,4,2,2,4,4,4,5,2,4,2,4,2,1,2,4,1,2,2,4,4,1,1,1,1,4,4
338,"CARLOS SAMPAIO","PSDB","SP",2,4,1,4,5,5,5,4,4,4,4,4,4,1,5,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,2,5,4,1,1,2,1,1,1,4,1,1,1,4,4,4,4,1,1,4,1,1,5,4,5,4,4,4,4,1,4,2,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,2,4,4,4,5,4,4,5,1,4,4,4,2,2
290,"CARLOS SANTANA","PT","RJ",1,1,2,1,2,2,1,1,2,1,2,2,2,2,4,2,1,1,2,2,1,2,4,2,2,4,2,1,1,2,4,2,1,1,4,1,1,1,1,4,1,1,1,1,2,4,2,2,2,2,2,2,4,2,2,2,1,4,2,1,2,4,1,1,1,2,2,2,2,4,4,2,2,2,2,2,4,2,4,4,2,4,4,1,4,1,2,2,1,2,2,2,4,1,1,1,1,3,2
37,"CARLOS SOUZA","PL","AM",1,1,2,4,4,4,1,1,2,1,4,1,2,1,4,4,4,1,2,2,1,2,2,2,2,4,4,1,2,2,2,4,4,4,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"CARLOS SOUZA","PP","AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,4,2,1,1,4,2,4,4,4,4,2,1,2,1,1,4,1,1,1,1,3,5,5,4,4,2,4,4,4,4,4,4,5,5,5,4,4,2,4,4,1,2,2,2,2,2,5,5,4,4,4,4,4,1
222,"CARLOS WILLIAN","PSC","MG",4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,2,4,1,2,2,2,2,4,4,4,1,2,1,4,4,1,1,1,1,1,1,2,1,2,1,4,4,4,4,4,4,2,4,4,2,2,4,4,4,4,4,4,2,1,1,1,1,4,2,4,4,4,4,4,4,2,2,2,4,4,4,5,2,4,4,4,2,4,2,2,1,4,2,4,2,1,1,1,1,5,4
400,"CELCITA PINHEIRO","PFL","MT",4,4,2,4,4,4,4,4,4,4,4,4,4,1,5,5,4,5,5,4,4,5,4,5,5,4,4,4,4,4,4,4,4,1,1,4,1,1,1,4,1,1,1,1,2,4,4,3,1,4,4,3,4,5,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,1,1,3,4,3
344,"CELSO RUSSOMANNO","PP","SP",1,1,2,4,4,2,1,1,4,1,2,2,2,2,4,4,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,2,4,4,2,2,2,4,2,2,2,2,4,1,2,4,1,4,1,1,1,1,2,5,5,4,4,2,2,4,2,4,2,4,4,4,4,2,4,2,2,2,1,4,2,1,2,2,2,4,4,4,1,1,5,4
70,"CESAR BANDEIRA","PFL","MA",1,1,2,4,2,2,1,1,2,1,2,4,2,2,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,5,5,4,5,1,1,5,5,4,4,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,2,2,4,2,1,2,2,4,2,2,5,5,1,1,1,2,4,2
225,"CESAR MEDEIROS","PT","MG",1,1,2,4,2,2,1,1,2,1,2,2,2,2,1,2,1,4,2,2,1,4,4,4,4,2,2,1,1,2,1,2,4,1,1,1,1,1,1,2,1,1,1,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,4,1,2,1,1,1,1,2,4,2,4,4,2,2,4,2,2,2,2,2,4,4,2,4,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,5,2
494,"CEZAR SCHIRMER","PMDB","RS",4,1,2,5,4,5,1,1,2,1,2,2,1,1,4,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,1,1,1,2,4,4,4,1,2,4,2,1,1,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,1,4,2,1,5,2,2,2,4,4,1,2,2,1,2,1
447,"CEZAR SILVESTRI","PPS","PR",1,1,2,1,2,2,4,4,2,1,2,2,2,1,1,4,1,1,2,2,1,2,2,2,2,4,2,1,4,2,1,2,4,1,1,1,1,1,1,2,1,2,1,1,2,4,2,1,1,4,2,1,2,2,2,2,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,2,4,2,1,2,1,2,2,1,2,2,2,2,1,1,2,4,4,4
295,"CHICO ALENCAR","PT","RJ",1,2,2,1,4,2,1,1,2,1,4,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,3,2,3,2,1,4,4,1,1,1,2,2,1,2,2,1,2,4,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,4,2
446,"CHICO DA PRINCESA","PL","PR",4,4,4,4,2,4,1,4,2,1,2,4,2,2,1,2,1,1,2,2,1,2,4,2,2,4,2,1,1,2,1,2,1,1,1,1,4,4,4,2,1,1,4,1,4,4,2,2,2,4,2,2,2,4,4,2,1,2,2,4,2,4,1,1,1,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,2,2,2,1,2,1,2,2,1,4,2,4,4,1,1,1,1,4,2
112,"CIRO NOGUEIRA","PFL","PI",1,4,4,4,2,2,4,4,2,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"CIRO NOGUEIRA","PP","PI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,1,2,2,4,1,2,4,4,1,4,1,1,1,5,2,4,2,2,2,4,2,2,2,5,2,4,4,4,4,4,2,1,1,1,1,2,5,4,2,4,2,4,4,4,4,4,5,5,4,4,4,4,4,4,4,1,2,4,1,2,4,4,5,1,1,1,1,5,4
186,"CLAUDIO CAJADO","PFL","BA",5,5,5,4,4,5,4,4,5,4,5,4,5,4,1,5,5,5,5,5,5,5,4,5,5,4,5,4,4,5,5,5,2,1,1,2,1,1,1,1,1,1,4,5,5,4,5,1,1,5,5,1,5,5,5,4,5,5,1,1,1,1,1,1,1,4,5,4,4,5,5,5,4,4,5,5,4,5,5,4,4,5,5,2,5,5,5,4,2,5,4,5,4,1,1,4,4,2,1
339,"CLAUDIO MAGRAO","PPS","SP",1,1,2,3,2,4,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,4,4,1,1,2,1,4,1,1,1,1,1,1,1,4,1,1,1,1,2,4,2,2,2,2,2,1,2,2,2,2,1,2,1,1,4,1,1,1,1,2,2,5,2,2,2,2,4,2,2,5,5,2,4,2,4,4,4,4,2,1,2,2,1,2,2,2,4,1,1,2,1,4,2
176,"CLEONANCIO FONSECA","PP","SE",1,1,2,4,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,2,4,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
527,"CLEUBER CARNEIRO","PFL","MG",4,1,2,4,2,2,4,1,2,4,2,4,2,2,4,4,1,5,2,4,5,2,2,4,4,4,2,1,1,2,4,4,4,1,1,1,1,1,1,4,1,1,1,1,2,4,2,2,2,4,4,4,4,4,2,2,1,4,2,1,2,1,1,1,4,2,4,4,4,4,4,1,4,2,2,2,4,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"CLOVIS FECURY","PFL","MA",4,4,2,4,4,4,4,1,2,1,4,4,2,2,4,2,5,4,4,2,4,4,4,4,4,4,2,1,1,2,1,2,4,4,1,2,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,2,4,5,5,4,4,4,4,4,1,4,4,1,1,4,4,4,5,4,2,4,4,4,5,2,2,4,4,2,4,4,4,4,5,4,2,4,1,4,4,4,4,4,4,4,4,4,4
184,"COLBERT MARTINS","PPS","BA",1,1,2,4,2,2,1,1,4,1,4,2,2,1,4,2,1,1,2,4,1,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,4,4,4,2,1,2,1,4,2,4,4,1,2,4,2,1,4,4,4,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,5,4,5,2,4,2,2,2,2,1,2,1,2,2,1,4,2,2,2,1,1,2,1,4,2
453,"COLOMBO","PT","PR",1,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,4,1,2,4,1,2,2,2,2,4,2,1,1,2,1,2,1,4,1,1,1,1,1,4,1,1,4,4,4,4,4,2,2,4,4,2,4,2,2,2,4,2,4,1,4,4,1,1,1,2,4,4,4,2,2,4,4,4,2,2,4,2,2,2,4,4,4,1,2,1,4,4,1,4,2,4,2,1,1,1,1,4,4
45,"CONFUCIO MOURA","PMDB","RO",1,4,2,4,4,2,1,1,2,1,2,4,2,1,1,2,1,4,2,2,1,2,2,2,4,4,2,1,1,2,1,2,4,1,1,4,1,1,1,2,1,4,1,1,4,4,2,2,2,2,2,4,4,4,2,2,1,2,1,4,4,4,4,4,4,2,5,4,4,2,2,4,4,4,4,5,4,2,4,5,2,4,2,1,4,1,2,2,1,4,2,1,4,1,1,1,1,4,2
345,"CORAUCI SOBRINHO","PFL","SP",1,1,4,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,1,2,2,4,2,4,2,2,2,2,2,2,2,1,1,2,4,2,2,1,4,4,4,4,4,1
187,"CORIOLANO SALES","PFL","BA",5,5,5,4,5,5,5,4,4,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,2,5,2,1,4,2,4,1,1,1,1,1,1,5,5,4,5,1,1,5,5,1,4,5,5,5,5,5,1,1,1,1,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,5,5,5,4,5,2,4,5,5,4,2,4,4,5,5,1,1,2,2,2,1
9,"CORONEL ALVES","PL","AP",1,1,2,1,2,2,1,4,4,4,2,4,2,2,1,2,1,1,2,4,1,2,2,2,4,2,2,4,1,2,1,2,4,1,1,1,4,4,4,2,1,1,4,4,4,4,2,2,2,2,2,2,2,4,4,2,1,2,1,1,2,1,1,1,1,4,4,4,4,2,2,2,2,2,2,2,4,4,4,4,2,4,2,1,2,1,2,2,1,2,4,2,5,1,1,1,1,4,4
71,"COSTA FERREIRA","PSC","MA",1,1,2,4,2,2,1,1,2,1,4,4,2,2,1,4,4,1,2,2,1,2,2,2,2,2,3,4,1,2,4,2,1,1,1,1,1,1,1,4,4,4,1,4,2,4,2,1,1,2,2,1,2,2,2,2,1,2,2,1,4,1,1,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,4,5,4,2,2,4,2,1,2,2,1,2,2,4,4,4,4,4,4,4,4
228,"CUSTODIO MATTOS","PSDB","MG",5,5,1,5,4,4,4,5,5,4,5,4,4,1,4,4,5,5,4,5,4,5,4,4,5,4,4,5,5,5,4,4,2,1,4,2,1,1,1,1,1,2,1,4,4,4,4,1,1,5,1,1,4,5,5,5,5,4,4,1,4,1,1,1,1,4,4,4,4,4,2,4,4,4,4,4,4,5,5,5,4,5,4,4,4,5,5,5,2,5,4,4,4,1,2,1,3,2,2
