"id","name","party","state","vote.2026","vote.2027","vote.2028","vote.2029","vote.2030","vote.2031","vote.2032","vote.2033","vote.2034","vote.2035","vote.2036","vote.2037","vote.2038","vote.2039","vote.2065","vote.2161","vote.2162","vote.2164","vote.2165","vote.2166","vote.2167","vote.2168","vote.2169","vote.2170","vote.2171","vote.2172","vote.2173","vote.2174","vote.2176","vote.2177","vote.2178","vote.2179","vote.2181","vote.2182","vote.2183","vote.2184","vote.2185","vote.2186","vote.2187","vote.2188","vote.2189","vote.2190","vote.2191","vote.2192","vote.2193","vote.2194","vote.2195","vote.2196","vote.2197","vote.2198","vote.2199","vote.2201","vote.2202","vote.2203","vote.2204","vote.2205","vote.2206","vote.2207","vote.2208","vote.2209","vote.2248","vote.2249","vote.2250","vote.2251","vote.2252","vote.2263","vote.2264","vote.2265","vote.2266","vote.2267","vote.2268","vote.2270","vote.2271","vote.2272","vote.2273","vote.2274","vote.2275","vote.2276","vote.2277","vote.2278","vote.2280","vote.2282","vote.2283","vote.2284","vote.2285","vote.2286","vote.2287","vote.2288","vote.2289","vote.2290","vote.2291","vote.2293","vote.2294","vote.2295","vote.2296","vote.2297","vote.2298","vote.2299","vote.2301"
141,"FERNANDO FERRO","PT","PE",1,1,2,4,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,4,2,2,1,1,2,1,2,1,1,1,1,1,1,1,4,1,1,1,4,4,4,4,4,4,2,4,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,4,4,4,4,4,4,4,2,4,1,1,1,4,5,2
296,"FERNANDO GABEIRA",NA,"RJ",4,2,3,5,2,2,1,1,2,1,4,4,2,2,4,2,1,3,1,4,1,3,3,4,3,3,2,4,2,3,2,2,2,4,1,2,1,1,1,3,1,2,1,4,4,4,4,4,4,4,4,1,3,2,2,4,3,5,1,1,1,1,1,4,4,4,4,5,4,4,4,4,4,2,2,2,2,4,4,4,2,4,2,2,4,2,4,4,2,3,4,2,4,1,1,2,1,4,4
528,"FERNANDO GONCALVES","PTB","RJ",1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,"FERNANDO LOPES","PMDB","RJ",1,1,4,4,2,4,1,1,2,1,4,4,2,2,1,2,1,1,2,2,1,2,2,2,4,2,2,1,4,4,2,2,2,1,1,2,1,1,1,2,1,2,1,1,2,4,2,1,1,2,1,1,4,2,2,4,1,2,1,4,2,1,1,1,1,2,5,5,2,2,4,2,2,2,5,4,4,5,4,5,4,5,5,1,2,1,4,4,4,2,4,4,4,1,2,2,1,4,4
274,"FEU ROSA","PP","ES",1,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1,1,1,1,4,1,2,1,1,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,2,1,4,2,1,4,4,4,2,4,5,4,4,4,4,4,4,2,2,4,5,4,4,4,4,4,4,2,1,2,2,1,2,2,5,4,1,1,1,1,4,4
519,"FRANCISCO APPIO","PP","RS",1,1,2,1,2,4,1,1,2,1,2,1,2,2,1,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,4,4,4,1,2,4,2,2,2,2,2,2,4,2,2,2,1,2,2,1,4,1,1,1,1,2,5,1,4,2,4,2,2,2,2,2,4,4,4,4,2,4,2,4,4,4,4,2,1,2,2,5,5,1,1,1,1,1,1
299,"FRANCISCO DORNELLES","PP","RJ",4,4,2,4,4,4,1,1,4,1,4,2,4,4,1,4,4,5,4,5,4,5,4,5,4,4,4,4,4,4,4,4,2,1,4,2,4,1,1,2,1,1,4,4,4,4,2,2,2,2,2,2,4,4,2,4,4,4,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,5,1,1,1,2,4,1
36,"FRANCISCO GARCIA","PP","AM",1,1,2,4,4,2,1,1,2,1,4,2,2,2,1,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,1,4,1,1,4,1,1,4,1,1,1,1,2,4,2,2,2,2,2,4,4,4,4,4,1,2,2,1,2,1,1,1,1,2,4,2,2,4,2,4,4,4,4,4,4,5,2,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,2
3,"FRANCISCO RODRIGUES","PFL","RR",1,4,2,4,4,4,4,1,2,1,4,2,4,2,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,5,4,2,4,3,1,1,1,1,1,4,1,1,4,5,4,4,4,1,4,4,4,1,5,4,4,4,4,4,4,4,1,1,1,1,1,4,4,4,2,4,4,4,2,4,4,2,4,4,4,4,4,4,5,1,2,4,4,4,2,4,4,4,4,4,1,1,1,4,1
497,"FRANCISCO TURRA","PP","RS",1,1,2,4,2,2,1,1,2,1,2,1,1,1,1,2,5,5,5,5,5,5,5,5,4,4,4,2,2,2,2,2,2,1,1,2,2,1,1,4,1,2,1,1,2,4,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,2,5,5,4,2,2,2,2,2,2,2,5,4,5,5,2,2,2,1,2,4,2,4,1,2,2,2,2,1,1,1,1,2,1
75,"GASTAO VIEIRA","PMDB","MA",1,1,2,4,2,2,1,1,2,1,2,4,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,4,1,1,1,1,1,1,4,1,1,4,4,2,4,2,2,2,2,4,2,2,4,2,2,1,2,1,1,2,1,1,1,1,2,4,2,2,4,2,2,2,2,2,2,2,5,4,4,4,4,4,4,4,1,4,2,1,2,4,4,4,1,2,1,1,4,2
193,"GEDDEL VIEIRA LIMA","PMDB","BA",4,4,4,4,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,1,4,4,4,4,2,4,4,2,4,4,4,4,1,3,4,4,4,4,4,1,4,4,4,1,4,4,4,4,2,4,4,1,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4
435,"GERALDO RESENDE","PPS","MS",1,1,2,4,4,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,4,2,1,1,1,1,1,1,1,2,1,2,1,1,2,4,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,5,4,4,2,2,4,2,5,5,4,2,4,2,2,4,2,1,2,1,2,2,1,2,2,2,4,1,1,4,1,4,2
236,"GERALDO THADEU","PPS","MG",1,1,4,1,2,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,4,4,1,1,2,1,2,1,1,4,4,4,4,4,4,1,1,1,1,2,4,2,2,2,2,4,2,2,2,4,2,1,2,4,4,4,1,1,1,1,2,2,5,4,2,2,2,2,2,4,4,5,2,4,4,2,4,4,4,2,1,2,4,1,2,2,2,4,1,1,2,1,4,2
185,"GERSON GABRIELLI","PFL","BA",5,5,5,4,5,4,4,4,4,4,4,4,5,2,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,1,2,4,1,1,1,1,1,4,4,5,4,4,1,1,4,5,1,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,5,2,4,5,4,4,4,4,4,4,4,4
11,"GERVASIO OLIVEIRA","PDT","AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,1,2,2,2,4,2,4,4,1,2,4,2,1,4,1,4,1,1,1,4,1,1,1,1,2,4,4,1,1,2,2,4,2,2,4,2,4,4,4,1,2,1,1,4,4,2,2,4,4,4,4,4,4,2,2,4,2,2,4,2,2,4,4,4,2,4,4,4,4,2,4,4,4,1,1,4,1,4,4
479,"GERVASIO SILVA","PFL","SC",4,5,4,4,5,5,4,4,5,4,4,4,5,1,4,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,1,1,2,4,1,1,4,1,1,1,5,5,4,4,1,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,4,5,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
466,"GIACOBO","PL","PR",1,1,2,4,2,4,1,1,2,1,2,2,2,1,1,2,4,1,2,2,4,4,2,2,2,2,2,1,1,2,1,2,4,1,1,1,4,4,4,2,1,1,4,4,2,4,2,2,2,2,4,2,4,5,5,2,1,2,1,1,4,1,1,1,1,2,5,5,5,2,2,2,4,2,2,2,2,5,4,5,4,2,4,4,4,1,2,2,1,4,4,5,4,1,1,1,1,4,4
357,"GILBERTO KASSAB","PFL","SP",5,4,5,4,5,4,5,4,5,4,4,4,4,1,5,4,5,5,4,5,4,5,4,5,5,4,5,5,5,4,2,4,4,1,1,2,2,1,1,1,1,1,4,4,5,4,4,1,1,5,4,1,4,4,5,5,4,5,4,4,1,1,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
354,"GILBERTO NASCIMENTO","PMDB","SP",4,1,2,4,2,2,1,1,2,1,2,2,2,2,4,2,1,4,4,4,4,2,4,2,4,2,3,5,2,4,2,4,4,4,4,4,4,1,1,4,3,2,1,1,2,4,4,4,4,2,4,4,4,5,2,4,4,4,1,1,4,1,1,4,1,2,5,5,4,3,3,4,4,4,5,5,5,5,4,5,2,4,4,4,4,4,2,2,3,2,2,1,4,4,2,1,4,4,2
234,"GILMAR MACHADO","PT","MG",1,1,4,4,4,2,1,1,4,4,4,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,4,2,1,1,4,1,1,1,1,2,1,1,1,1,2,4,2,2,2,2,4,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,4,2,2,2,2,2,2,4,4,4,2,4,2,2,1,4,1,2,2,2,2,2,2,2,4,4,4,4,4,5
166,"GIVALDO CARIMBAO","PSB","AL",4,4,4,4,2,4,4,1,4,1,4,2,4,2,1,2,4,1,4,4,1,4,4,2,2,4,4,1,1,4,4,4,4,1,4,1,1,1,1,4,1,2,4,4,4,4,2,2,2,2,4,2,4,4,4,4,1,4,4,4,4,1,4,4,1,2,4,2,2,4,2,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,2,1,4,4,4,4,4,4,2,4,2,4
541,"GONZAGA MOTA","PSDB","CE",5,5,1,4,5,1,5,5,5,5,5,4,4,4,4,5,5,5,4,4,5,5,5,4,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,4,4,5,1,1,5,5,5,5,4,5,1,1,1,1,1,1,4,5,5,4,4,4,4,5,2,4,5,4,4,5,4,4,5,4,5,4,5,5,5,5,2,5,5,4,4,1,2,1,2,2,2
143,"GONZAGA PATRIOTA","PSB","PE",1,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,1,1,2,4,4,4,4,4,2,2,2,1,4,2,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,4,2,2,2,1,2,1,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,1,2,1,4,4,4,4,4,2,4,4,4,4,4,4,4
567,"GORETE PEREIRA","PL","CE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,5,2,1,4,2,1,4,1,1,1,1,4,4,5,4,4,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,"GUILHERME MENEZES","PT","BA",1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,4,1,1,4,1,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,5,2
450,"GUSTAVO FRUET","PMDB","PR",1,1,2,4,4,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,4,1,1,2,1,1,1,2,1,2,1,1,2,4,2,1,1,4,4,1,2,4,2,2,1,2,1,1,2,1,1,1,1,2,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"GUSTAVO FRUET",NA,"PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,4,4,4,2,4,2,2,2,2,4,2,1,2,2,2,2,2,2,2,1,1,2,1,5,2
13,"HAMILTON CASARA","PSB","RO",1,4,2,4,4,2,1,1,2,1,2,4,4,2,1,2,4,4,2,2,1,2,2,4,2,2,2,1,1,2,1,2,4,1,4,1,1,1,1,4,4,4,1,1,4,4,2,2,2,4,2,4,2,4,2,2,1,2,4,1,4,4,4,4,4,2,2,2,4,4,2,4,4,4,4,4,4,2,4,2,2,2,2,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4
164,"HELENILDO RIBEIRO","PSDB","AL",5,5,1,4,5,5,4,5,5,4,4,4,4,4,5,4,4,5,5,4,5,4,5,5,5,4,5,5,2,4,4,5,2,1,1,2,1,1,1,1,1,2,1,5,5,4,4,1,1,4,1,1,4,4,5,5,4,5,1,1,1,1,1,1,1,5,5,5,4,4,4,5,4,5,5,5,4,5,4,5,5,4,4,2,4,4,4,4,2,4,5,4,4,1,2,1,2,4,2
173,"HELENO SILVA","PL","SE",1,1,4,4,4,4,1,4,2,1,4,4,4,4,4,4,1,1,2,4,1,2,2,2,2,2,2,4,1,2,1,4,4,4,4,1,4,4,4,4,1,1,1,1,2,4,2,2,2,4,1,2,4,5,5,2,1,2,1,1,4,1,1,1,1,4,4,5,4,2,4,2,2,2,2,2,2,5,4,2,2,2,2,1,2,1,2,4,1,2,2,5,4,1,1,1,1,4,2
15,"HELIO ESTEVES","PT","AP",4,4,2,4,4,2,1,1,2,1,2,4,4,4,4,2,4,4,4,4,1,2,4,2,2,2,2,4,1,2,4,4,1,4,1,4,1,1,4,2,1,1,1,4,4,4,2,2,2,2,4,2,2,2,2,2,1,2,4,1,2,1,4,1,1,2,2,2,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,2,4,2,4,2,4,1,1,1,1,5,2
52,"HENRIQUE AFONSO","PT","AC",1,1,2,4,2,2,1,4,2,1,2,4,2,2,1,4,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,4,1,4,4,2,2,2,4,2,2,4,4,4,2,1,2,4,1,2,1,1,1,4,4,4,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,1,2,2,1,4,2,2,2,1,1,1,1,4,2
123,"HENRIQUE EDUARDO ALVES","PMDB","RN",1,4,4,4,4,4,4,4,4,4,4,4,2,2,1,4,1,1,4,2,1,2,4,2,4,4,2,1,4,4,4,4,4,4,4,4,1,1,1,2,1,2,1,1,2,4,4,2,2,2,4,2,2,5,2,4,1,2,4,4,4,4,4,4,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,5,4,4,1,1,4,2
498,"HENRIQUE FONTANA","PT","RS",4,1,2,4,4,4,4,1,2,1,4,2,2,2,1,2,1,1,2,2,1,2,2,2,2,4,2,1,1,2,1,2,1,1,4,1,4,1,1,2,1,2,4,1,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,4,1,1,1,2,2,2,4,2,2,2,2,2,2,4,4,4,2,2,4,2,2,1,2,1,2,2,1,2,2,2,4,1,4,4,1,4,4
235,"HERCULANO ANGHINETTI","PP","MG",4,4,2,1,2,2,4,1,4,4,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
448,"HERMES PARCIANELLO","PMDB","PR",4,4,4,4,4,4,1,1,2,1,2,2,4,2,4,4,4,1,4,4,1,4,4,4,4,4,2,4,4,4,4,4,1,4,1,1,1,1,1,4,1,1,1,4,4,4,2,2,2,4,2,2,4,2,2,4,4,2,4,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,5,4,4,2,4,2,1,4,1,2,2,1,4,2,4,4,1,4,1,1,4,2
62,"HOMERO BARRETO","PTB","TO",1,1,2,4,2,2,1,1,4,1,2,4,4,4,1,4,4,1,2,2,4,2,2,4,2,4,2,4,1,2,1,4,1,1,4,4,1,1,1,2,1,1,1,1,2,4,2,2,2,4,4,2,4,4,2,2,4,2,2,1,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,4,4,4,5,2,2,2,1,2,1,2,2,1,2,4,2,4,1,1,1,1,4,4
41,"HUMBERTO MICHILES","PL","AM",4,4,2,4,2,4,1,1,2,1,4,1,2,1,1,4,1,1,2,2,1,2,4,2,2,2,2,4,1,2,4,4,4,4,4,4,4,4,4,2,1,1,1,1,2,4,4,2,4,4,4,2,2,5,5,2,1,2,2,4,4,4,1,1,1,4,4,4,4,2,2,4,4,4,4,4,4,5,4,4,2,4,2,1,4,1,4,4,1,2,4,2,4,4,4,4,4,4,2
360,"IARA BERNARDI","PT","SP",1,2,2,4,4,2,1,1,2,1,4,4,4,4,1,2,4,1,2,4,1,2,2,2,2,2,2,1,3,2,1,2,4,1,4,1,1,1,1,4,1,1,1,1,2,4,2,2,1,2,2,2,4,4,4,2,1,4,2,1,2,4,1,1,1,2,2,2,4,4,2,2,2,2,2,2,4,2,4,2,2,2,2,4,2,4,2,4,2,2,2,4,4,4,1,2,1,4,2
124,"IBERE FERREIRA","PTB","RN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,4,4,4,4,2,4,2,4,1,1,4,1,4,1
531,"IBRAHIM ABI ACKEL","PP","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,4,3,4,4,3,2,2,4,5,2,1,2,1,1,1,1,1,1,1,4,1,1,1,4,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,"ILDEU ARAUJO","PP","SP",1,4,2,4,2,2,1,4,2,1,2,2,2,2,1,2,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,2,1,1,1,2,4,2,2,2,2,4,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,4,5,2,2,2,2,4,2,2,2,5,5,4,5,2,2,2,1,2,1,2,2,1,2,2,5,4,1,1,1,1,4,2
94,"INACIO ARRUDA","PCdoB","CE",4,1,2,4,4,2,1,4,2,1,4,2,2,2,1,4,1,1,2,2,1,2,4,2,2,4,2,4,4,2,4,4,1,4,4,1,4,1,1,2,1,1,4,1,2,4,4,2,4,2,2,2,4,4,4,2,1,2,4,1,2,1,1,1,1,4,2,2,4,2,2,2,2,2,2,2,4,4,4,2,4,2,2,4,4,1,2,4,1,4,4,4,4,1,1,2,4,5,2
543,"INALDO LEITAO","PL","PB",1,1,2,4,2,4,1,4,2,1,2,4,2,2,1,2,1,1,2,2,1,2,4,4,2,2,2,1,1,2,1,2,2,1,4,1,4,4,4,2,1,1,1,1,2,4,2,2,2,2,4,2,2,4,4,2,2,4,2,1,4,1,1,1,4,4,5,5,5,4,2,4,4,4,4,4,2,4,2,4,4,2,4,1,2,1,2,4,1,2,4,5,4,1,1,1,4,4,2
145,"INOCENCIO OLIVEIRA","PFL","PE",5,4,5,1,5,5,5,5,5,5,4,4,5,1,5,4,5,5,5,5,4,5,5,4,5,4,4,5,5,5,5,5,2,4,4,2,2,1,1,4,4,1,1,5,4,4,5,1,1,4,4,1,5,5,5,4,4,4,1,1,1,1,1,1,1,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,5,5,5,5,2,4,5,4,4,1,1,1,2,2,1
273,"IRINY LOPES","PT","ES",1,4,2,1,2,2,1,1,2,1,4,2,2,2,4,2,1,4,2,2,4,2,2,2,4,2,4,4,1,4,1,2,4,4,1,1,4,1,1,2,1,1,1,1,2,4,4,2,3,4,4,3,4,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,2,2,4,2,4,2,4,1,2,1,2,4,2,4,2,2,2,1,1,2,1,4,4
455,"IRIS SIMOES","PTB","PR",1,1,2,4,2,2,4,4,2,1,2,2,2,2,1,2,1,4,2,2,1,2,2,2,2,2,2,1,1,2,4,4,1,1,1,1,1,1,1,2,1,1,4,1,2,4,2,2,2,4,2,2,2,2,2,4,1,2,2,1,2,1,1,1,1,2,4,4,4,4,4,2,2,2,2,2,4,5,4,4,4,2,2,1,2,1,2,2,1,2,2,2,4,4,4,4,4,4,1
237,"ISAIAS SILVESTRE","PSB","MG",1,1,2,4,2,2,1,1,2,1,4,2,2,2,1,2,1,1,2,2,1,2,2,2,4,2,3,1,1,2,1,2,4,1,1,1,1,1,1,4,4,4,1,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,4,4,2,4,1,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,4,2,4,4,2,1,2,4,2,2,2,2,2,2,2,1,1,2,1,3,2
539,"ITAMAR SERPA","PSDB","RJ",4,5,4,4,4,4,5,5,4,5,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,4,4,4,4,4,4,1,2,1,1,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,2,4,4,4,4,4,4,5,5,4,4,2,1,2,4,4
570,"IVAN PAIXAO","PPS","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,2,2,2,2,2,4,4,4,4,5,5,2,4,2,2,4,2,1,2,1,2,2,1,4,4,2,4,1,1,2,1,4,2
472,"IVAN RANZOLIN","PP","SC",1,1,2,1,2,4,1,1,2,1,4,1,2,1,4,2,4,5,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,1,4,1,1,1,2,2,1,1,4,4,4,2,2,2,4,4,1,2,2,2,2,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,4,4,4,4,4,4,2,1,2,2,1,2,2,4,1,1,1,1,1,4,2
359,"IVAN VALENTE","PT","SP",1,2,2,1,2,2,4,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,3,3,3,3,4,2,1,4,2,1,1,3,4,1,2,3,1,2,4,4,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,4,1,2,2,2,2,2,2,4,4,1,2,1,5,2
238,"IVO JOSE","PT","MG",1,4,2,1,2,4,4,4,4,4,4,2,4,2,1,4,4,4,4,4,4,4,4,4,2,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,1,1,1,1,2,4,4,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,4,4,2,2,4,4,2,4,2,2,2,2,2,4,2,4,4,2,4,2,1,2,2,2,4,4,2,2,4,1,4,1,4,2
174,"JACKSON BARRETO","PTB","SE",1,1,2,4,4,2,1,1,2,1,2,2,2,2,4,2,1,1,2,4,4,2,2,2,2,2,2,1,1,2,4,2,4,1,4,1,1,1,1,2,1,1,1,3,2,4,4,2,2,2,4,2,4,4,4,4,4,4,4,4,2,1,1,1,1,2,4,4,4,4,2,2,2,2,2,2,4,4,4,5,2,2,2,1,2,1,2,2,1,2,4,2,5,1,1,1,4,2,2
22,"JADER BARBALHO","PMDB","PA",1,4,2,4,4,4,4,1,4,4,2,2,2,1,1,4,4,1,4,4,4,4,4,4,2,4,2,3,2,4,2,2,4,1,1,4,4,4,4,4,4,4,4,1,4,4,4,2,2,4,2,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
240,"JAIME MARTINS","PL","MG",4,1,2,4,4,4,4,4,4,4,2,2,4,2,4,2,1,1,2,2,4,2,4,2,2,4,4,1,4,4,1,4,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,4,4,2,4,2,2,2,4,2,4,2,1,1,4,1,4,1,1,4,4,5,4,4,2,4,2,2,2,2,4,5,4,5,4,2,4,4,4,1,4,1,1,2,4,3,4,4,1,1,4,4,2
302,"JAIR BOLSONARO","PTB","RJ",2,2,1,4,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,4,1,4,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,4,1,1,1,4,1,1,1,1,1,1,2,1,1,1,4,3,2,2,1,1,1,3,1,4,4,1,4,1,1,1,1,4,4,4,1,2,1,2,1,2,1,4,2,1,1,1,1,1,1,1,2,2,1
